# trip37 xVoltDump.csv run at 2000-01-01 00:00:00 EST on 111 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
A_node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
A_node702,2297.687705,-1460.545945,-2490.667839,-1492.383460,28.992134,2554.238416
A_node703,2268.945199,-1490.941114,-2488.650397,-1519.505014,36.486420,2504.130422
A_node704,2240.762173,-1437.571513,-2508.541988,-1483.887133,23.179862,2532.094595
A_node705,2299.847906,-1461.043786,-2487.855470,-1492.507874,32.085550,2551.803185
A_node706,2243.779981,-1430.399000,-2502.068900,-1470.783521,28.419124,2535.068412
A_node707,2241.754173,-1426.003918,-2503.654835,-1462.929063,26.917006,2539.094937
A_node708,2251.747848,-1512.033027,-2488.549187,-1538.947998,40.438093,2472.865408
A_node709,2256.920890,-1505.632652,-2488.074387,-1532.747112,39.671024,2481.944622
A_node710,2240.514435,-1526.880186,-2487.908567,-1553.455250,44.352240,2449.579493
A_node711,306.588175,-280.353588,-3481.576796,-1051.049710,-637.434871,2467.950873
A_load701,2372.234051,-1460.303245,-2482.959450,-1479.478038,17.937369,2625.426187
A_load712,2301.227427,-1461.893076,-2486.349325,-1493.418827,33.988955,2549.796945
A_load713,2275.627509,-1451.899310,-2496.639828,-1489.714233,28.309701,2543.400526
A_load714,2240.388240,-1437.626906,-2508.756971,-1483.901373,22.970229,2532.041837
A_load718,2238.659417,-1437.979984,-2509.758690,-1484.409199,22.044648,2531.581744
A_load720,2243.734848,-1432.331783,-2502.940619,-1473.693212,28.373992,2533.135629
A_load722,2241.492162,-1425.319636,-2503.812186,-1461.737294,26.723301,2539.731147
A_load724,2241.777373,-1425.110344,-2503.248281,-1461.584808,26.940205,2539.988512
A_load725,2243.801042,-1429.497035,-2501.662097,-1469.425665,28.440186,2535.970377
A_load727,2267.231775,-1492.001362,-2488.559902,-1520.400627,36.762967,2501.814019
A_load728,2263.938195,-1492.626139,-2489.058971,-1520.604612,36.197772,2499.838750
A_load729,2263.977483,-1493.129613,-2489.540649,-1521.212904,35.793569,2500.028739
A_load730,2260.163981,-1502.106479,-2487.959614,-1529.593962,39.201546,2487.145070
A_load731,2256.891070,-1504.210470,-2487.528456,-1530.579902,39.641204,2483.366804
A_load732,2252.680040,-1512.642693,-2487.531125,-1539.602426,41.708603,2471.450707
A_load733,2245.642615,-1517.823735,-2490.042051,-1544.494455,39.934653,2465.200894
A_load734,2237.413710,-1525.565085,-2491.550334,-1552.318859,40.083522,2453.511924
A_load735,2241.707778,-1527.623871,-2486.605612,-1554.253055,45.994811,2447.829143
A_load736,2240.509595,-1525.357779,-2487.283130,-1551.146568,44.347401,2451.101900
A_load737,2222.314279,-1531.566508,-2499.808003,-1558.545068,32.438693,2447.841750
A_load738,2215.866173,-1532.540482,-2503.601923,-1560.228647,28.934876,2446.319849
A_load740,307.884575,-280.735349,-3480.164966,-1051.453396,-635.463528,2466.752419
A_load741,307.304625,-280.381341,-3480.798124,-1051.073729,-636.265051,2467.590836
A_load742,2299.736705,-1460.309671,-2487.613770,-1491.392800,32.022408,2552.529985
A_load744,2264.425838,-1492.713075,-2489.335581,-1520.881734,35.984699,2500.332033
A_node775,225.692089,-150.563265,-248.807439,-153.274711,3.967102,248.194462
B_node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
B_node702,1948.772006,-1235.177604,-2674.303073,-1403.809712,-99.237729,2568.210347
B_node703,2015.269409,-1299.285950,-2626.137547,-1434.599162,-59.485308,2535.812832
B_node704,1719.358342,-1119.755788,-2780.789215,-1365.545054,-167.605034,2537.664568
B_node705,1951.060302,-1235.510610,-2671.323720,-1403.759983,-95.936136,2565.999014
B_node706,1512.204844,-1011.618161,-2876.857190,-1327.122028,-230.520628,2514.572595
B_node707,1267.522190,-891.021709,-2997.405831,-1289.515042,-311.817224,2488.499672
B_node708,2080.148120,-1348.839399,-2586.357873,-1456.794544,-27.839569,2519.627917
B_node709,2061.904068,-1334.291203,-2597.169659,-1449.795477,-36.476952,2524.414326
B_node710,2133.300104,-1386.087596,-2554.681171,-1473.498856,-2.314299,2508.168872
B_node711,2214.326010,-1428.893029,-2519.423264,-1484.430505,17.684929,2523.141000
B_load701,2141.817674,-1311.873659,-2603.993361,-1421.358356,-66.262486,2634.841941
B_load712,1952.471764,-1236.285161,-2669.783510,-1404.589457,-93.947252,2564.102070
B_load713,1856.184758,-1188.632784,-2716.486684,-1388.876603,-125.416448,2554.049386
B_load714,1719.045113,-1119.797320,-2780.969271,-1365.540565,-167.782387,2537.628793
B_load718,1717.710865,-1120.060299,-2781.743967,-1365.926648,-168.498152,2537.279095
B_load720,1511.988452,-1013.375856,-2877.915619,-1329.695254,-230.737020,2512.814901
B_load722,1267.260178,-890.337426,-2997.563182,-1288.323273,-312.010929,2489.135882
B_load724,1267.671002,-890.026914,-2996.766885,-1288.069634,-311.668412,2489.494466
