# 37nodeVoltdump.csv run at 2000-01-01 03:00:00 EST on 38 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
node702,2443.126255,-1423.397106,-2475.175813,-1411.696733,-11.753018,2757.089392
node703,2421.067400,-1418.558249,-2463.608441,-1403.729345,-0.833135,2744.144269
node704,2436.173572,-1418.838466,-2467.257295,-1403.974890,-12.360400,2745.174586
node705,2441.832178,-1420.990637,-2473.375252,-1409.833915,-12.225494,2752.885570
node706,2433.914383,-1415.356895,-2463.185515,-1396.781231,-13.992035,2734.836571
node707,2433.264375,-1413.626666,-2455.803764,-1388.371215,-20.606542,2724.972615
node708,2395.079705,-1405.815015,-2445.366504,-1399.353928,7.752398,2727.247181
node709,2402.083963,-1408.902232,-2450.167270,-1399.921921,5.327292,2730.871090
node710,2377.309508,-1395.399326,-2433.029827,-1396.666288,13.725939,2714.265743
node711,2364.975613,-1392.592479,-2425.145288,-1397.704438,18.569507,2712.472612
load701,2465.373654,-1430.429287,-2486.410934,-1423.878066,-23.294435,2776.351115
load712,2441.207553,-1419.628807,-2473.375252,-1409.833915,-11.600870,2751.523740
load713,2439.817981,-1420.918841,-2471.936420,-1408.537797,-11.537498,2751.601786
load714,2435.580441,-1418.754069,-2466.590311,-1403.973786,-12.416058,2745.094534
load718,2432.362105,-1418.320460,-2463.381566,-1404.481053,-12.314775,2745.180412
load720,2433.923143,-1415.429344,-2463.693504,-1397.665477,-13.515396,2735.751808
load722,2433.180651,-1413.406313,-2455.013527,-1387.435614,-21.299087,2723.848614
load724,2433.250428,-1413.533069,-2454.290984,-1386.618816,-22.078323,2723.186733
load725,2433.909243,-1415.322242,-2462.625043,-1396.132861,-14.537337,2734.175796
load727,2418.320004,-1416.801076,-2460.982722,-1403.565267,-0.641130,2742.248826
load728,2415.747715,-1415.731034,-2458.340570,-1402.784156,-0.610864,2740.436901
load729,2415.987276,-1416.334112,-2458.730291,-1403.245665,-0.467592,2741.485727
load730,2406.503173,-1410.879125,-2453.527563,-1400.873777,4.113835,2733.752273
load731,2402.063173,-1408.757642,-2449.190474,-1398.129514,4.414627,2729.018075
load732,2394.686715,-1404.881615,-2445.366504,-1399.353928,8.145388,2726.313781
load733,2388.414599,-1403.206396,-2440.565737,-1398.785936,9.838351,2724.101871
load734,2378.672007,-1398.489763,-2434.067706,-1397.863166,13.382716,2718.511962
load735,2376.789086,-1394.235339,-2433.029827,-1396.666288,14.246361,2713.101756
load736,2377.286366,-1395.241613,-2430.475047,-1393.720126,11.240093,2711.263028
load737,2369.634400,-1396.037394,-2427.182169,-1397.746523,15.853366,2715.955538
load738,2366.276205,-1394.378776,-2425.145288,-1397.704438,17.268915,2714.258909
load740,2364.456921,-1391.424017,-2425.145288,-1397.704438,19.088199,2711.304150
load741,2364.554384,-1391.997739,-2425.145288,-1397.704438,18.990736,2711.877872
load742,2441.629749,-1420.881236,-2471.934802,-1408.343660,-13.436308,2751.338287
load744,2416.592060,-1416.428551,-2459.332977,-1403.137383,-0.487018,2741.469944
load745,235.948118,-147.922185,-240.756447,-132.960229,0.532729,273.087109
node775,235.948118,-147.922185,-240.756447,-132.960229,0.532729,273.087109
