# output_voltage_autosynth.csv run at 2000-01-01 00:00:00 PST on 78 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
REMBRANDT,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
263-32-311,7199.994931,-0.002161,-3600.000741,-6235.383216,-3599.999407,6235.381023
263-31-260,7199.993188,-0.003758,-3600.001101,-6235.383405,-3599.999932,6235.380991
263-30-850,7199.993197,-0.003543,-3600.001101,-6235.383405,-3599.999932,6235.380991
263-30-380,7199.992283,-0.003175,-3600.001397,-6235.383561,-3600.000213,6235.380870
263-32-310,7199.994448,-0.002340,-3600.000862,-6235.383279,-3599.999706,6235.381088
283-05-120,0.000000,0.000000,-3600.000444,-6235.381894,0.000000,0.000000
263-32-860,0.000000,0.000000,-3600.000437,-6235.381901,0.000000,0.000000
283-06-131,7199.996592,-0.002467,0.000000,0.000000,0.000000,0.000000
283-06-130,7199.996592,-0.002467,0.000000,0.000000,0.000000,0.000000
282-01-180,7199.996255,-0.003670,0.000000,0.000000,0.000000,0.000000
282-01-680,7199.995352,-0.005509,0.000000,0.000000,0.000000,0.000000
283-06-720,7199.995718,-0.005586,0.000000,0.000000,0.000000,0.000000
283-06-310,7199.995985,-0.004632,0.000000,0.000000,0.000000,0.000000
283-08-710,0.000000,0.000000,-3600.002597,-6235.379554,0.000000,0.000000
283-17-120,0.000000,0.000000,-3600.002641,-6235.379726,0.000000,0.000000
283-08-120,0.000000,0.000000,-3600.002111,-6235.380255,0.000000,0.000000
283-05-830,0.000000,0.000000,-3600.002198,-6235.380168,0.000000,0.000000
283-08-170,0.000000,0.000000,-3600.002251,-6235.380116,0.000000,0.000000
263-32-710,7239.172220,-136.392101,-3731.946953,-6200.549879,-3511.164952,6336.961268
NEWCAP-1D1DC669,7239.172220,-136.392101,-3731.946953,-6200.549879,-3511.164952,6336.961268
nodePRUG6689RECL_1161,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodePRUG6690PRUG6689,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodePRUG6691PRUG6690,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodePRUG6692PRUG6691,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodePRUG6693PRUG6692,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodeSWIT_737-APRUG6693,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodePRUG3301RECL_1162,7200.000000,0.000000,-3600.000000,-6235.382907,-3600.000000,6235.382907
nodePRUG5000PRUG3301,7199.998189,-0.000576,-3600.000240,-6235.382499,-3600.000101,6235.382625
nodePRUG3297PRUG5000,7199.994931,-0.002161,-3600.000741,-6235.383216,-3599.999592,6235.381137
node263-32-311PRUG3297,0.000000,0.000000,0.000000,0.000000,-3599.999407,6235.381023
nodePRUG5002PRUG5001,7199.994448,-0.002340,-3600.000862,-6235.383279,-3599.999706,6235.381088
nodePROH16277PRUG5002,7199.993486,-0.002696,-3600.001101,-6235.383405,-3599.999932,6235.380991
nodePROH279PROH16277,7199.993264,-0.003489,0.000000,0.000000,0.000000,0.000000
node263-31-260PROH279,7199.993188,-0.003758,0.000000,0.000000,0.000000,0.000000
nodePROH16279PROH16278,7199.993258,-0.003511,0.000000,0.000000,0.000000,0.000000
node263-30-850PRUG84,7199.993197,-0.003543,0.000000,0.000000,0.000000,0.000000
nodePROH277PRUG5361,7199.992293,-0.003138,-3600.001397,-6235.383561,-3600.000213,6235.380870
node263-30-380PROH277,7199.992283,-0.003175,0.000000,0.000000,0.000000,0.000000
nodeSWIT_361-BPRUG5362,7199.992293,-0.003138,-3600.001397,-6235.383561,-3600.000213,6235.380870
node263-32-310PRUG85,0.000000,0.000000,-3600.000862,-6235.383279,0.000000,0.000000
nodePROH16622PRUG3303,7199.997076,-0.000785,-3600.000429,-6235.381908,0.000000,0.000000
nodeFUSE_434PROH16622,0.000000,0.000000,-3600.000433,-6235.381905,0.000000,0.000000
nodePROH16623FUSE_434,0.000000,0.000000,-3600.000433,-6235.381905,0.000000,0.000000
nodePROH2887PROH16623,0.000000,0.000000,-3600.000437,-6235.381901,0.000000,0.000000
node283-05-120PROH2887,0.000000,0.000000,-3600.000444,-6235.381894,0.000000,0.000000
nodePROH2886PROH16624,0.000000,0.000000,-3600.000437,-6235.381901,0.000000,0.000000
node263-32-860PROH2886,0.000000,0.000000,-3600.000437,-6235.381901,0.000000,0.000000
nodePROH19454PROH8542,7199.997053,-0.000822,-3600.000456,-6235.381907,0.000000,0.000000
nodeRECL_844PROH19454,7199.997026,-0.000919,0.000000,0.000000,0.000000,0.000000
nodePROH19455RECL_844,7199.997026,-0.000919,0.000000,0.000000,0.000000,0.000000
nodePROH266PROH19455,7199.996598,-0.002446,0.000000,0.000000,0.000000,0.000000
node283-06-131PROH266,7199.996592,-0.002467,0.000000,0.000000,0.000000,0.000000
nodePROH20016PROH19456,7199.996279,-0.003585,0.000000,0.000000,0.000000,0.000000
nodePROH268PROH20016,7199.996255,-0.003668,0.000000,0.000000,0.000000,0.000000
node282-01-180PROH268,7199.996255,-0.003670,0.000000,0.000000,0.000000,0.000000
nodePROH20018PROH20017,7199.995992,-0.004608,0.000000,0.000000,0.000000,0.000000
nodePRUG81PROH20018,7199.995808,-0.005262,0.000000,0.000000,0.000000,0.000000
