# 37nodeVoltdump.csv run at 1999-12-31 19:00:00 EST on 38 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
node702,2443.125688,-1423.396884,-2475.175506,-1411.696299,-11.752764,2757.088726
node703,2421.066584,-1418.557993,-2463.608022,-1403.728779,-0.832745,2744.143435
node704,2436.172938,-1418.838252,-2467.256999,-1403.974368,-12.360063,2745.173839
node705,2441.831596,-1420.990412,-2473.374949,-1409.833469,-12.225219,2752.884891
node706,2433.913717,-1415.356666,-2463.185244,-1396.780647,-13.991636,2734.835747
node707,2433.263701,-1413.626429,-2455.803514,-1388.370585,-20.606110,2724.971738
node708,2395.078645,-1405.814837,-2445.366020,-1399.353227,7.752975,2727.246282
node709,2402.082967,-1408.902031,-2450.166807,-1399.921253,5.327823,2730.870202
node710,2377.308278,-1395.399197,-2433.029298,-1396.665501,13.726644,2714.264804
node711,2364.974276,-1392.592404,-2425.144711,-1397.703602,18.570273,2712.471672
load701,2465.373333,-1430.429123,-2486.410721,-1423.877811,-23.294332,2776.350692
load712,2441.206962,-1419.628580,-2473.374949,-1409.833469,-11.600586,2751.523059
load713,2439.817380,-1420.918621,-2471.936117,-1408.537327,-11.537203,2751.601086
load714,2435.579805,-1418.753858,-2466.590013,-1403.973261,-12.415721,2745.093786
load718,2432.361460,-1418.320263,-2463.381260,-1404.480515,-12.314435,2745.179666
load720,2433.922477,-1415.429116,-2463.693229,-1397.664901,-13.515000,2735.750993
load722,2433.179976,-1413.406075,-2455.013280,-1387.434979,-21.298652,2723.847731
load724,2433.249754,-1413.532831,-2454.290739,-1386.618176,-22.077887,2723.185845
load725,2433.908577,-1415.322012,-2462.624773,-1396.132274,-14.536937,2734.174968
load727,2418.319171,-1416.800827,-2460.982297,-1403.564689,-0.640728,2742.247986
load728,2415.746863,-1415.730796,-2458.340139,-1402.783561,-0.610449,2740.436053
load729,2415.986428,-1416.333875,-2458.729859,-1403.245072,-0.467182,2741.484883
load730,2406.502217,-1410.878909,-2453.527111,-1400.873134,4.114336,2733.751398
load731,2402.062177,-1408.757438,-2449.190017,-1398.128831,4.415166,2729.017171
load732,2394.685649,-1404.881436,-2445.366020,-1399.353227,8.145970,2726.312881
load733,2388.413481,-1403.206243,-2440.565233,-1398.785201,9.838967,2724.100962
load734,2378.670796,-1398.489639,-2434.067174,-1397.862386,13.383399,2718.511035
load735,2376.787848,-1394.235209,-2433.029298,-1396.665501,14.247074,2713.100816
load736,2377.285136,-1395.241482,-2430.474526,-1393.719323,11.240808,2711.262071
load737,2369.633117,-1396.037313,-2427.181603,-1397.745700,15.854089,2715.954606
load738,2366.274889,-1394.378705,-2425.144711,-1397.703602,17.269661,2714.257974
load740,2364.455577,-1391.423940,-2425.144711,-1397.703602,19.088973,2711.303209
load741,2364.553041,-1391.997662,-2425.144711,-1397.703602,18.991509,2711.876931
load742,2441.629167,-1420.881011,-2471.934504,-1408.343205,-13.436028,2751.337598
load744,2416.591215,-1416.428312,-2459.332546,-1403.136792,-0.486609,2741.469099
load745,235.948016,-147.922167,-240.756399,-132.960161,0.532782,273.087020
node775,235.948016,-147.922167,-240.756399,-132.960161,0.532782,273.087020
