meterid	timestamp	power	pf
BECK	01/01/2013 00:00:00	1981.18	0.99
BECK	01/01/2013 01:00:00	1903.36	0.99
BECK	01/01/2013 02:00:00	1917.1	0.99
BECK	01/01/2013 03:00:00	1876.81	0.99
BECK	01/01/2013 04:00:00	1790.75	0.99
BECK	01/01/2013 05:00:00	1742.23	0.99
BECK	01/01/2013 06:00:00	1884.14	0.99
BECK	01/01/2013 07:00:00	1762.37	0.99
BECK	01/01/2013 08:00:00	1929.91	0.99
BECK	01/01/2013 09:00:00	1895.12	0.99
BECK	01/01/2013 10:00:00	1976.6	0.99
BECK	01/01/2013 11:00:00	2129.5	0.99
BECK	01/01/2013 12:00:00	2054.42	0.99
BECK	01/01/2013 13:00:00	2077.31	0.99
BECK	01/01/2013 14:00:00	2065.41	0.99
BECK	01/01/2013 15:00:00	2029.7	0.99
BECK	01/01/2013 16:00:00	2166.12	0.99
BECK	01/01/2013 17:00:00	2273.23	0.99
BECK	01/01/2013 18:00:00	2515.84	0.99
BECK	01/01/2013 19:00:00	2416.05	0.99
BECK	01/01/2013 20:00:00	2357.46	0.99
BECK	01/01/2013 21:00:00	2353.8	0.99
BECK	01/01/2013 22:00:00	2156.96	0.99
BECK	01/01/2013 23:00:00	2219.22	0.99
BECK	01/02/2013 00:00:00	1963.79	0.99
BECK	01/02/2013 01:00:00	2025.13	0.99
BECK	01/02/2013 02:00:00	2017.8	0.99
BECK	01/02/2013 03:00:00	1992.17	0.99
BECK	01/02/2013 04:00:00	2063.58	0.99
BECK	01/02/2013 05:00:00	2122.17	0.99
BECK	01/02/2013 06:00:00	2443.52	0.99
BECK	01/02/2013 07:00:00	2501.2	0.99
BECK	01/02/2013 08:00:00	2455.42	0.99
BECK	01/02/2013 09:00:00	2385.84	0.99
BECK	01/02/2013 10:00:00	2272.32	0.99
BECK	01/02/2013 11:00:00	2091.04	0.99
BECK	01/02/2013 12:00:00	1954.63	0.99
BECK	01/02/2013 13:00:00	1871.32	0.99
BECK	01/02/2013 14:00:00	1952.8	0.99
BECK	01/02/2013 15:00:00	2030.62	0.99
BECK	01/02/2013 16:00:00	2091.04	0.99
BECK	01/02/2013 17:00:00	2305.28	0.99
BECK	01/02/2013 18:00:00	2540.56	0.99
BECK	01/02/2013 19:00:00	2720.92	0.99
BECK	01/02/2013 20:00:00	2828.95	0.99
BECK	01/02/2013 21:00:00	2541.48	0.99
BECK	01/02/2013 22:00:00	2574.44	0.99
BECK	01/02/2013 23:00:00	2376.69	0.99
BECK	01/03/2013 00:00:00	2409.64	0.99
BECK	01/03/2013 01:00:00	2327.25	0.99
BECK	01/03/2013 02:00:00	2347.39	0.99
BECK	01/03/2013 03:00:00	2337.32	0.99
BECK	01/03/2013 04:00:00	2375.77	0.99
BECK	01/03/2013 05:00:00	2382.18	0.99
BECK	01/03/2013 06:00:00	2753.88	0.99
BECK	01/03/2013 07:00:00	3055.08	0.99
BECK	01/03/2013 08:00:00	2773.1	0.99
BECK	01/03/2013 09:00:00	2697.12	0.99
BECK	01/03/2013 10:00:00	2206.4	0.99
BECK	01/03/2013 11:00:00	2221.96	0.99
BECK	01/03/2013 12:00:00	2180.76	0.99
BECK	01/03/2013 13:00:00	2059.92	0.99
BECK	01/03/2013 14:00:00	1884.14	0.99
BECK	01/03/2013 15:00:00	2094.71	0.99
BECK	01/03/2013 16:00:00	2069.99	0.99
BECK	01/03/2013 17:00:00	2282.39	0.99
BECK	01/03/2013 18:00:00	2713.6	0.99
BECK	01/03/2013 19:00:00	2692.54	0.99
BECK	01/03/2013 20:00:00	2646.76	0.99
BECK	01/03/2013 21:00:00	2554.3	0.99
BECK	01/03/2013 22:00:00	2550.63	0.99
BECK	01/03/2013 23:00:00	2192.67	0.99
BECK	01/04/2013 00:00:00	2156.05	0.99
BECK	01/04/2013 01:00:00	2083.72	0.99
BECK	01/04/2013 02:00:00	1991.25	0.99
BECK	01/04/2013 03:00:00	2015.06	0.99
BECK	01/04/2013 04:00:00	2048.01	0.99
BECK	01/04/2013 05:00:00	2363.87	0.99
BECK	01/04/2013 06:00:00	2319.01	0.99
BECK	01/04/2013 07:00:00	2541.48	0.99
BECK	01/04/2013 08:00:00	2432.53	0.99
BECK	01/04/2013 09:00:00	2353.8	0.99
BECK	01/04/2013 10:00:00	2151.47	0.99
BECK	01/04/2013 11:00:00	2128.58	0.99
BECK	01/04/2013 12:00:00	2035.2	0.99
BECK	01/04/2013 13:00:00	2126.75	0.99
BECK	01/04/2013 14:00:00	2094.71	0.99
BECK	01/04/2013 15:00:00	2104.78	0.99
BECK	01/04/2013 16:00:00	2132.24	0.99
BECK	01/04/2013 17:00:00	2286.96	0.99
BECK	01/04/2013 18:00:00	2568.94	0.99
BECK	01/04/2013 19:00:00	2502.11	0.99
BECK	01/04/2013 20:00:00	2533.24	0.99
BECK	01/04/2013 21:00:00	2644.02	0.99
BECK	01/04/2013 22:00:00	2597.33	0.99
BECK	01/04/2013 23:00:00	2458.17	0.99
BECK	01/05/2013 00:00:00	2410.56	0.99
BECK	01/05/2013 01:00:00	2315.35	0.99
BECK	01/05/2013 02:00:00	2208.23	0.99
BECK	01/05/2013 03:00:00	2284.22	0.99
BECK	01/05/2013 04:00:00	2432.53	0.99
BECK	01/05/2013 05:00:00	2279.64	0.99
BECK	01/05/2013 06:00:00	2611.06	0.99
BECK	01/05/2013 07:00:00	2579.93	0.99
BECK	01/05/2013 08:00:00	2740.15	0.99
BECK	01/05/2013 09:00:00	2481.05	0.99
BECK	01/05/2013 10:00:00	2422.46	0.99
BECK	01/05/2013 11:00:00	2257.67	0.99
BECK	01/05/2013 12:00:00	2248.51	0.99
BECK	01/05/2013 13:00:00	2183.51	0.99
BECK	01/05/2013 14:00:00	1907.94	0.99
BECK	01/05/2013 15:00:00	1840.19	0.99
BECK	01/05/2013 16:00:00	1981.18	0.99
BECK	01/05/2013 17:00:00	2077.31	0.99
BECK	01/05/2013 18:00:00	2425.21	0.99
BECK	01/05/2013 19:00:00	2469.15	0.99
BECK	01/05/2013 20:00:00	2258.58	0.99
