# trip37 xVoltDump.csv run at 2000-01-01 00:00:00 EST on 111 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
A_node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
A_node702,2460.160151,-1442.874872,-2501.420562,-1428.341872,-28.469576,2754.436257
A_node703,2439.198641,-1441.401573,-2503.916384,-1424.852596,-26.816100,2742.838295
A_node704,2460.007854,-1442.142118,-2493.251327,-1422.043641,-24.786676,2745.991405
A_node705,2460.420388,-1443.873624,-2499.566196,-1429.035469,-28.496651,2748.968061
A_node706,2463.787109,-1441.522275,-2482.854525,-1415.312268,-19.946877,2740.962159
A_node707,2465.232114,-1439.134339,-2475.200592,-1406.084952,-17.920631,2742.039691
A_node708,2410.017888,-1440.895997,-2510.954480,-1427.691227,-33.751942,2724.320947
A_node709,2418.575244,-1441.087837,-2508.311417,-1426.699961,-31.505028,2729.211422
A_node710,2389.948778,-1440.533595,-2515.740937,-1430.440099,-39.295647,2707.495959
A_node711,2400.000000,-1385.640646,-2400.000000,-1385.640646,0.000000,2771.281292
A_load701,2476.959782,-1442.978269,-2501.721134,-1433.682796,-33.266089,2772.960625
A_load712,2460.401671,-1444.707606,-2499.515915,-1429.948666,-28.755490,2745.504537
A_load713,2460.024972,-1443.236123,-2498.094006,-1426.496120,-26.865362,2748.977434
A_load714,2459.575026,-1441.865828,-2493.281124,-1421.864492,-24.878211,2746.081060
A_load718,2457.488932,-1440.391546,-2493.876013,-1421.550523,-25.397029,2746.408553
A_load720,2462.899799,-1441.965797,-2485.219482,-1416.625108,-20.834187,2740.518637
A_load722,2465.469760,-1438.804689,-2474.165713,-1404.822216,-17.607171,2742.198419
A_load724,2465.653717,-1438.883095,-2473.478353,-1405.375195,-17.499027,2742.290935
A_load725,2464.227187,-1441.259133,-2481.056323,-1414.568073,-19.506798,2741.225301
A_load727,2435.847185,-1439.883038,-2503.393728,-1424.706463,-27.695504,2740.063235
A_load728,2432.384463,-1438.170273,-2502.408922,-1423.721361,-28.273332,2738.443450
A_load729,2432.391124,-1438.761220,-2503.590786,-1424.052009,-28.360631,2739.523956
A_load730,2423.714541,-1441.318250,-2507.215978,-1426.406124,-30.309757,2732.157456
A_load731,2419.202395,-1440.756297,-2506.641992,-1425.722852,-30.877877,2729.542962
A_load732,2409.993091,-1441.456208,-2510.934068,-1428.305685,-33.976641,2721.997049
A_load733,2401.526446,-1440.203494,-2513.574143,-1428.127929,-36.040830,2720.953526
A_load734,2389.689318,-1438.874037,-2517.057009,-1428.926148,-39.050893,2714.940931
A_load735,2389.935860,-1441.239123,-2515.695213,-1431.212393,-39.502494,2704.565272
A_load736,2390.670124,-1440.103282,-2512.794009,-1429.224065,-38.574302,2707.926272
A_load737,2376.165166,-1434.497400,-2521.860789,-1426.992389,-43.248227,2717.080598
A_load738,2371.312548,-1431.707745,-2523.553496,-1425.855437,-44.690514,2718.247380
A_load740,2399.977374,-1386.329718,-2399.966284,-1386.395776,-0.243642,2768.421134
A_load741,2400.132857,-1385.973068,-2399.822166,-1385.991652,0.554093,2770.354129
A_load742,2460.653534,-1443.560650,-2498.149744,-1428.372751,-28.173191,2749.211535
A_load744,2433.213781,-1438.851140,-2503.372915,-1424.047493,-28.162187,2739.512689
A_node775,245.898898,-139.489571,-246.789768,-138.050784,0.890871,277.540355
B_node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
B_node702,2458.581444,-1443.909810,-2503.026277,-1430.347541,-25.974326,2744.404575
B_node703,2436.543844,-1443.500525,-2506.461197,-1428.475043,-22.876687,2726.623245
B_node704,2458.424665,-1443.189622,-2494.863352,-1424.064128,-22.300156,2735.916449
B_node705,2458.840739,-1444.913227,-2501.171662,-1431.045540,-26.007730,2738.915861
B_node706,2462.198865,-1442.578631,-2484.474181,-1417.342751,-17.467548,2730.859009
B_node707,2463.645097,-1440.190188,-2476.816338,-1408.113687,-15.440075,2731.937048
B_node708,2407.385180,-1447.563886,-2513.068734,-1436.351000,-27.715264,2694.321440
B_node709,2415.936314,-1446.448110,-2510.548444,-1433.916980,-26.068491,2703.155510
B_node710,2387.332858,-1450.809106,-2517.515680,-1443.076290,-31.629581,2666.584149
B_node711,2368.744469,-1447.735912,-2524.754506,-1444.831647,-34.250835,2660.092289
B_load701,2476.171728,-1443.236049,-2502.634633,-1434.505896,-31.817256,2767.465136
B_load712,2458.821225,-1445.750268,-2501.121993,-1431.962149,-26.270548,2735.439791
B_load713,2458.443585,-1444.278569,-2499.702999,-1428.510527,-24.375082,2738.920589
B_load714,2457.992067,-1442.913206,-2494.893093,-1423.884938,-22.391637,2736.006137
B_load718,2455.907466,-1441.438109,-2495.487620,-1423.570706,-22.910107,2736.333844
B_load720,2461.312454,-1443.022077,-2486.836699,-1418.655276,-18.353959,2730.415564
B_load722,2463.882743,-1439.860538,-2475.781459,-1406.850951,-15.126615,2732.095776
B_load724,2464.066972,-1439.938589,-2475.092883,-1407.402745,-15.018200,2732.188647
B_load725,2462.638483,-1442.315564,-2482.677748,-1416.598581,-17.027930,2731.122077
B_load727,2433.191429,-1441.983101,-2505.942034,-1428.333247,-23.763407,2723.828842
B_load728,2429.726836,-1440.270324,-2504.962218,-1427.351791,-24.346594,2722.193946
B_load729,2429.734174,-1440.860779,-2506.141567,-1427.680681,-24.430568,2723.282548
B_load730,2421.071521,-1445.861848,-2509.530218,-1432.723040,-25.248510,2708.565706
B_load731,2416.564070,-1446.114814,-2508.877579,-1432.935015,-25.440735,2703.488806
B_load732,2407.358916,-1448.130304,-2513.049398,-1436.972369,-27.947410,2691.972048
B_load733,2398.901760,-1448.173543,-2515.564184,-1438.224309,-29.401245,2687.027533
B_load734,2387.078671,-1449.122868,-2518.829678,-1441.536590,-31.356222,2674.143588
B_load735,2387.317843,-1451.525470,-2517.471328,-1443.860607,-31.847497,2663.608861
B_load736,2388.054642,-1450.375116,-2514.565068,-1441.846690,-30.907796,2667.018139
B_load737,2373.583663,-1447.306606,-2523.375464,-1442.429334,-34.329776,2668.570856
B_load738,2368.749261,-1446.117185,-2524.906923,-1443.058946,-35.007200,2664.917387
B_load740,2368.730147,-1448.454034,-2524.709250,-1445.617827,-34.466255,2657.109541
B_load741,2368.877326,-1448.068333,-2524.576672,-1445.182653,-33.696742,2659.165125
B_load742,2459.074193,-1444.599905,-2499.754195,-1430.381795,-25.684031,2739.159649
B_load744,2430.556832,-1440.950700,-2505.923696,-1427.676165,-24.232124,2723.271281
B_node775,245.616319,-138.737825,-247.032157,-137.484712,1.415838,276.222537
C_node781,2504.880000,-1446.193142,-2504.880000,-1446.193142,-44.880000,2814.651844
C_node702,2458.581444,-1443.909810,-2503.026277,-1430.347541,-25.974326,2744.404575
C_node703,2436.543844,-1443.500525,-2506.461197,-1428.475043,-22.876687,2726.623245
C_node704,2458.424665,-1443.189622,-2494.863352,-1424.064128,-22.300156,2735.916449
C_node705,2458.840739,-1444.913227,-2501.171662,-1431.045540,-26.007730,2738.915861
C_node706,2462.198865,-1442.578631,-2484.474181,-1417.342751,-17.467548,2730.859009
C_node707,2463.645097,-1440.190188,-2476.816338,-1408.113687,-15.440075,2731.937048
C_node708,2407.385180,-1447.563886,-2513.068734,-1436.351000,-27.715264,2694.321440
C_node709,2415.936314,-1446.448110,-2510.548444,-1433.916980,-26.068491,2703.155510
C_node710,2387.332858,-1450.809106,-2517.515680,-1443.076290,-31.629581,2666.584149
C_node711,2368.744469,-1447.735912,-2524.754506,-1444.831647,-34.250835,2660.092289
C_load701,2476.171728,-1443.236049,-2502.634633,-1434.505896,-31.817256,2767.465136
C_load712,2458.821225,-1445.750268,-2501.121993,-1431.962149,-26.270548,2735.439791
