House 1,House 2,House 3
1.2120034263482125,1.4045239816624435,1.465366071248781
0.993806971816165,0.7142559555732563,0.8004167010457701
0.6455779785898452,0.832187885002824,1.0297115080138648
0.8424664055815552,1.409054863910336,1.0847752051264805
0.6742867810488327,0.9665379774209507,1.1235456140467919
0.8954890865618764,1.4171020742656464,1.4454022540083216
0.7943300874935638,1.1134039107935991,0.9332690486114302
1.4367338702383234,1.2259698604262013,1.2993514529255172
0.6505589840111426,1.4417343832494982,1.4130868693418444
1.2665251967714695,0.7167201766359659,0.9753480780201341
0.5462536544196697,1.3455797411982566,1.434501993333003
0.659089412081355,1.1151461397981084,1.0006633365787345
0.9364657999390104,1.1299187822633863,0.9411208763010894
1.035401237436251,0.6623993841562865,1.3203634548444985
1.3661148104160568,1.3076648631617993,1.4091160298555843
1.0017199023494725,1.2971280098815832,0.8469060129835554
0.5893714505410376,1.4298764702429647,1.2257939692610207
0.9901713251776058,1.0939108774314674,0.7303037039149223
0.7240509272806142,0.7483965595521841,0.8278535914560656
0.5775333351393496,0.7819269876589239,0.7874839400881744
1.3087311311077068,0.714010931587505,0.5077071761309948
1.25591769809886,1.3947768077520144,0.5974726832756725
0.9681142311308153,0.5963103471920271,0.5203183330918453
1.4408528571351544,0.552438751290916,1.2411732984085415
2.006502861237187,2.3409560082141736,2.212680468353649
2.1022757297751817,2.0300835776366553,1.4158898282296022
2.484693937334178,2.8397160914183823,0.4576546382512139
3.4641019535101734,2.7006226078814457,-0.1839079690155967
3.2836039716154257,3.6298843601817925,-1.1994780691765912
3.5304495354083207,3.4104713219591463,-1.7224460228732639
3.784034971085155,3.8325084599753687,-2.0464759015157403
4.209494759373121,4.267811566414509,-3.130371885064502
4.8671330661109575,5.1186797876980465,-4.125119004293319
5.587298076213767,5.48790941890663,-4.960176589477981
5.043998739560903,5.594099288024851,-5.620739041827833
6.140575318084215,5.545686657688993,-6.1932955107626455
6.194201974592576,6.374948711605645,-6.833630968893326
6.282964188161535,6.746091312032522,-8.06990470463155
6.501916100706891,6.764512449556479,-8.711287184622623
6.934388885673088,7.493343625598513,-8.94330294672031
7.15598297813641,7.386861319045411,-9.491098118621565
7.851879933017733,8.197984765723211,-10.451103874754567
8.316916878857636,7.842968839266068,-10.894864146139074
8.234148500847242,8.592906766648655,-12.234904346377654
8.905280959424454,8.716366217147536,-12.766357576104232
8.915449206277136,9.148151502622843,-13.855908421695759
9.332290515103974,9.948463588771169,-14.2388188766413
9.580943746640406,9.772041543559252,-14.652473438874559
10.265476744591446,10.331935379245532,-14.729009257663538
9.90990602222599,9.806300531080678,-14.302716809452564
9.891409908248452,10.314468530812688,-12.583469472335308
9.561463812610928,9.558273703586337,-11.47078427505065
9.840376794087948,10.423434771851609,-11.112551922039128
10.023339809165572,10.015453601314098,-9.13251241908637
9.69273245005169,9.727037732386435,-8.759635647185396
9.585171169169968,9.821971468428998,-6.977682959031386
9.69788750257877,10.038212424756999,-6.079403085196741
10.12354149380587,10.105862431861283,-5.569336637093956
9.57179770618566,10.079637766985243,-3.818320193614225
10.297543107030412,9.572108913799896,-2.931665635781501
9.838764617968849,9.761582634212283,-1.9925818770863515
10.081883232881788,10.175826424700098,-0.6955370005393124
10.390655012282524,9.519956180100927,0.13172589439045268
10.48456074262416,10.386597397502838,1.0114255979434095
9.674097440255792,9.820478650788603,2.8183865590367763
9.831628965042956,9.517396649531788,3.484590314239898
10.347130635362742,10.242886308033203,4.8279559031443195
9.799588483904055,9.673227453969067,5.3872168392629245
10.03344359360377,9.93459577572123,6.622387512046721
10.05247866706318,10.045640543456653,7.391655705751588
10.396521249955224,9.773706965396457,9.066222058682115
9.845534506370038,10.453741528066036,10.028693575134815
13.451114681095916,13.178507725515695,12.533733750397396
12.887849721393168,12.1292683271752,12.391414401614696
12.036179131845957,12.2095357963039,12.353950738725027
11.399261167041223,11.093874585617936,11.427000466853027
10.80944591766364,10.61295088025561,10.921901383090272
10.344875236760451,10.99467902716567,10.266299156292796
9.975161457407086,9.788929462100441,10.273712363940653
9.83728082817038,9.849859031008913,9.625705118322232
9.405651408784543,8.712891193686849,9.249078395904876
8.87256215958377,8.281310651302846,8.777650611187516
8.651159413227026,7.829142982301099,8.386461029717577
7.8155085873499734,7.349174459391368,8.021823538584492
7.168684565483219,7.353928949680318,7.702832326762734
6.857785502577549,6.604212464703972,7.264111213247604
6.247473352086995,5.836287352713252,5.978729625675893
5.3511671649941634,5.549899562807993,5.656580020986703
5.022576183932387,5.397493403997214,5.182830337756932
5.358454762005795,4.595204445547514,5.059835705308941
4.7898030437301635,4.226850271138049,4.5334649613958735
