House 1,House 2,House 3
1.0995656071333615,1.2253711046489797,0.6018451837953251
1.120041451063444,0.9460255206317314,0.6612510448168073
0.8161412010933814,0.9879801250847373,1.1376411837588576
0.630819829208639,0.5094899773149675,0.6046881763781238
1.1515851984213392,0.8701494609260295,1.2190586591398198
1.318385876592196,1.3520501077129117,0.948021672221197
1.022943378609705,0.5074050351412029,1.1752712775489036
0.568322480996885,1.3707867726397662,0.6363566232883993
0.9887751987455341,1.2371432180653699,1.1471903986053373
0.9553133121744196,0.5814187849481598,1.045073123784697
0.7081756409890259,1.0886923099212338,1.0432179759226994
1.3825777648787847,1.1551302480345664,0.9996938988923392
1.4467166885478626,1.1712645177983685,1.3358609106000445
1.3082870887436664,0.8186881998664635,0.59442616000985
0.6992889131056822,1.0885632911463365,1.2174171528799698
0.7357739396172966,1.4753464969258916,1.062787714267317
1.2258698444916736,0.8385963497526854,0.7657421727951123
0.7846290367804232,0.748219802941446,1.028355540643604
0.8534220449241486,1.191088619020546,1.0601219909815034
0.8271793957228639,0.8209342923284542,0.9033773702079948
1.4978967670835481,0.7732066372658359,0.9628832416434168
0.7405377388088101,1.4539662619925087,1.0462791903905257
1.2517077464547037,0.9328152379544288,0.7819811137829553
0.7282510516298537,1.3885380734739177,0.6724035527653758
2.3961717356201158,2.110461766254575,2.198987444103684
2.2289015303247246,2.1208902056145162,1.207307760084095
2.9689432597072622,3.0736314723808476,1.0061594663090636
2.883943649537016,3.1093614097232294,-0.07181338415098626
3.118116865298248,2.917236941842006,-0.9164138334263026
3.63863542742948,3.573451339888125,-1.8953449084527434
4.453718629497755,3.728661525168937,-2.4979222351445376
4.2461991089498365,4.228149029821769,-3.206329155294541
4.556464517893281,4.4062827671454095,-4.0772313521740084
5.445244427772764,5.451924530690243,-4.967687400771864
5.0108657359250985,5.46301593669468,-5.5837347041479175
5.680121761889401,5.628779463626644,-5.8547268868169615
5.681260613956516,6.634961891595655,-6.97390163322773
6.988575793237306,6.948503274979999,-7.124839876676814
6.427881652654407,6.89939359923438,-8.748945460882616
7.529720822534655,6.756045799333636,-9.462526138854601
7.082793362160003,7.946202918617007,-9.357272625854366
8.136990413986021,8.053668992551424,-10.60617384310326
7.917703666885658,8.121413871144837,-11.210812517458004
8.485713099151972,8.485053073390736,-11.855224305066073
8.730366839553033,8.800074454012718,-12.81298483571
9.417717232128695,9.359416539885334,-13.466222756756109
9.52981782960483,9.589681155877791,-14.454091501844193
10.054601359145309,10.06098204544082,-15.48997658994429
9.898242149235113,9.853603102949794,-15.390362280276904
9.62741728983919,10.031406006519287,-14.26873477921489
9.896629641443251,10.145698611946205,-13.294832261163995
9.666182167549131,9.770165897280233,-12.218898249132335
10.111648516845142,9.611760047411025,-10.948239546809498
9.523000369264674,9.850348806915134,-10.029782762401782
9.934673538232179,10.160378410821851,-8.651399885802075
10.292128792996063,10.034966573652417,-7.43844440824366
9.693963233712207,9.783291830967089,-6.702952836316003
10.099150593342051,9.646270705954358,-5.289723211975524
9.985549591507286,9.641611114534296,-4.130473775531961
9.63557536505339,10.103575465029603,-2.830098754626004
9.518405850854643,10.015252783023998,-1.4831872994456372
9.79604225155668,9.633497775272609,-0.8199096335246807
10.453295590820307,9.840203187632623,0.5595829037092397
9.543075669379732,9.650595203527242,0.8802056067019741
9.528095625690407,10.437457167784853,2.7769428923310215
10.023988326441188,9.507251792690651,3.3304241004013795
9.631382111903994,9.643242248265112,4.075945529766855
9.581957037650053,9.68938141176152,6.053954732682968
10.238759072411781,9.855286913775053,7.128425989403306
9.84565661286435,10.15059016060217,7.801927433449271
10.467224486483442,10.395205913786993,8.896645231322797
