# Voltfuse.csv run at 2000-01-01 03:01:00 EST on 72 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
load838b,2341.483364,-1422.788942,-2458.292892,-1387.522970,11.362022,2631.960607
node799,2400.000000,-1385.640646,-2400.000000,-1385.640646,0.000000,2771.281292
node781,2504.983827,-1446.243856,-2459.981257,-1420.278619,-0.017679,2771.243850
node702,2452.727502,-1441.223482,-2453.437725,-1398.113320,19.665662,2700.796281
node702b,2452.727559,-1441.222416,-2453.433948,-1398.114906,19.660780,2700.794389
node703,2427.320365,-1438.930576,-2454.027968,-1392.369235,23.618151,2683.776183
node703b,2427.320646,-1438.927614,-2454.027093,-1392.370023,23.615794,2683.775419
node704,2452.522666,-1440.552889,-2445.292574,-1391.879175,23.164247,2692.112975
node704b,2452.522666,-1440.552889,-2445.289134,-1391.880698,23.161690,2692.111901
node705,2452.954203,-1442.255297,-2451.643848,-1398.856006,19.518031,2695.215286
node706,2456.286143,-1439.963021,-2434.850405,-1385.159191,27.907007,2686.940323
node707,2457.702896,-1437.589776,-2427.286163,-1375.975317,29.904993,2688.003165
node708,2391.434593,-1436.122072,-2455.521374,-1393.158720,18.541380,2654.989770
node708b,2391.434644,-1436.112590,-2455.519286,-1393.160531,18.534956,2654.987171
node709,2401.899774,-1436.967711,-2454.478847,-1392.757786,20.239420,2662.822451
node710,2366.105393,-1433.977718,-2455.938377,-1394.322076,14.397751,2629.963558
node711,2339.208688,-1421.947861,-2456.204399,-1386.716654,12.212548,2628.492958
load801,2472.826029,-1441.925236,-2455.044409,-1405.072723,13.357198,2723.495966
load801a,2472.826029,-1441.925236,-2455.044409,-1405.072723,13.357198,2723.495966
load812,2452.920149,-1443.105506,-2451.608956,-1399.788241,19.191860,2691.687619
load812a,2452.920149,-1443.105506,-2451.608956,-1399.788241,19.191860,2691.687619
load813,2452.557547,-1441.621317,-2450.132222,-1396.308921,21.157499,2695.197340
load813a,2452.557547,-1441.621317,-2450.132222,-1396.308921,21.157499,2695.197340
load814,2452.090849,-1440.276905,-2445.322098,-1391.700073,23.072958,2692.202568
load814a,2452.090849,-1440.276905,-2445.322098,-1391.700073,23.072958,2692.202568
load818,2450.011325,-1438.804614,-2445.915205,-1391.386407,22.555738,2692.529659
load818a,2450.011325,-1438.804614,-2445.915205,-1391.386407,22.555738,2692.529659
load820,2455.380488,-1440.414749,-2437.264386,-1386.496524,27.001352,2686.488595
load820a,2455.380488,-1440.414749,-2437.264386,-1386.496524,27.001352,2686.488595
load822,2457.940538,-1437.260125,-2426.251286,-1374.712586,30.218447,2688.161893
load822a,2457.940538,-1437.260125,-2426.251286,-1374.712586,30.218447,2688.161893
load824,2458.116344,-1437.343891,-2425.597505,-1375.281179,30.318440,2688.249050
load824a,2458.116344,-1437.343891,-2425.597505,-1375.281179,30.318440,2688.249050
load825,2456.735357,-1439.694935,-2433.015149,-1384.401515,28.356221,2687.208408
