date,temperature
2017-01-01 00:00:00+00:00,44.1
2017-01-01 00:15:00+00:00,44.1
2017-01-01 00:30:00+00:00,44.1
2017-01-01 00:45:00+00:00,44.1
2017-01-01 01:00:00+00:00,44.1
2017-01-01 01:15:00+00:00,44.1
2017-01-01 01:30:00+00:00,44.1
2017-01-01 01:45:00+00:00,44.1
2017-01-01 02:00:00+00:00,43.88
2017-01-01 02:15:00+00:00,43.660000000000004
2017-01-01 02:30:00+00:00,43.44
2017-01-01 02:45:00+00:00,43.22
2017-01-01 03:00:00+00:00,42.82
2017-01-01 03:15:00+00:00,42.64
2017-01-01 03:30:00+00:00,42.46
2017-01-01 03:45:00+00:00,42.28
2017-01-01 04:00:00+00:00,41.88
2017-01-01 04:15:00+00:00,41.660000000000004
2017-01-01 04:30:00+00:00,41.44
2017-01-01 04:45:00+00:00,41.22
2017-01-01 05:00:00+00:00,41.22
2017-01-01 05:15:00+00:00,41.44
2017-01-01 05:30:00+00:00,41.660000000000004
2017-01-01 05:45:00+00:00,41.88
2017-01-01 06:00:00+00:00,41.660000000000004
2017-01-01 06:15:00+00:00,41.22
2017-01-01 06:30:00+00:00,40.78
2017-01-01 06:45:00+00:00,40.339999999999996
2017-01-01 07:00:00+00:00,40.12
2017-01-01 07:15:00+00:00,40.339999999999996
2017-01-01 07:30:00+00:00,40.56
2017-01-01 07:45:00+00:00,40.78
2017-01-01 08:00:00+00:00,40.78
2017-01-01 08:15:00+00:00,40.56
2017-01-01 08:30:00+00:00,40.339999999999996
2017-01-01 08:45:00+00:00,40.12
2017-01-01 09:00:00+00:00,40.12
2017-01-01 09:15:00+00:00,40.339999999999996
2017-01-01 09:30:00+00:00,40.56
2017-01-01 09:45:00+00:00,40.78
2017-01-01 10:00:00+00:00,40.38
2017-01-01 10:15:00+00:00,39.76
2017-01-01 10:30:00+00:00,39.14
2017-01-01 10:45:00+00:00,38.519999999999996
2017-01-01 11:00:00+00:00,38.3
2017-01-01 11:15:00+00:00,38.699999999999996
2017-01-01 11:30:00+00:00,39.1
2017-01-01 11:45:00+00:00,39.5
2017-01-01 12:00:00+00:00,39.5
2017-01-01 12:15:00+00:00,39.1
2017-01-01 12:30:00+00:00,38.699999999999996
2017-01-01 12:45:00+00:00,38.3
2017-01-01 13:00:00+00:00,38.519999999999996
2017-01-01 13:15:00+00:00,39.14
2017-01-01 13:30:00+00:00,39.76
2017-01-01 13:45:00+00:00,40.38
2017-01-01 14:00:00+00:00,42.0
2017-01-01 14:15:00+00:00,43.0
2017-01-01 14:30:00+00:00,44.0
2017-01-01 14:45:00+00:00,45.0
2017-01-01 15:00:00+00:00,47.02
2017-01-01 15:15:00+00:00,48.04
2017-01-01 15:30:00+00:00,49.06
2017-01-01 15:45:00+00:00,50.08
2017-01-01 16:00:00+00:00,51.88
2017-01-01 16:15:00+00:00,52.660000000000004
2017-01-01 16:30:00+00:00,53.44
2017-01-01 16:45:00+00:00,54.22
2017-01-01 17:00:00+00:00,55.18
2017-01-01 17:15:00+00:00,55.36
2017-01-01 17:30:00+00:00,55.54
2017-01-01 17:45:00+00:00,55.72
2017-01-01 18:00:00+00:00,56.12
2017-01-01 18:15:00+00:00,56.339999999999996
2017-01-01 18:30:00+00:00,56.56
2017-01-01 18:45:00+00:00,56.78
2017-01-01 19:00:00+00:00,57.18
2017-01-01 19:15:00+00:00,57.36
2017-01-01 19:30:00+00:00,57.54
2017-01-01 19:45:00+00:00,57.72
2017-01-01 20:00:00+00:00,57.72
2017-01-01 20:15:00+00:00,57.54
2017-01-01 20:30:00+00:00,57.36
2017-01-01 20:45:00+00:00,57.18
2017-01-01 21:00:00+00:00,56.22
2017-01-01 21:15:00+00:00,55.44
2017-01-01 21:30:00+00:00,54.660000000000004
2017-01-01 21:45:00+00:00,53.88
2017-01-01 22:00:00+00:00,52.7
2017-01-01 22:15:00+00:00,52.300000000000004
2017-01-01 22:30:00+00:00,51.9
2017-01-01 22:45:00+00:00,51.5
2017-01-01 23:00:00+00:00,50.88
2017-01-01 23:15:00+00:00,50.660000000000004
2017-01-01 23:30:00+00:00,50.44
2017-01-01 23:45:00+00:00,50.22
2017-01-02 00:00:00+00:00,50.22
2017-01-02 00:15:00+00:00,50.44
2017-01-02 00:30:00+00:00,50.660000000000004
2017-01-02 00:45:00+00:00,50.88
2017-01-02 01:00:00+00:00,50.88
2017-01-02 01:15:00+00:00,50.660000000000004
2017-01-02 01:30:00+00:00,50.44
2017-01-02 01:45:00+00:00,50.22
2017-01-02 02:00:00+00:00,50.0
2017-01-02 02:15:00+00:00,50.0
2017-01-02 02:30:00+00:00,50.0
2017-01-02 02:45:00+00:00,50.0
2017-01-02 03:00:00+00:00,49.38
2017-01-02 03:15:00+00:00,48.76
2017-01-02 03:30:00+00:00,48.14
2017-01-02 03:45:00+00:00,47.519999999999996
2017-01-02 04:00:00+00:00,46.6
2017-01-02 04:15:00+00:00,46.3
2017-01-02 04:30:00+00:00,46.3
2017-01-02 04:45:00+00:00,46.6
2017-01-02 05:00:00+00:00,46.266666666666666
2017-01-02 05:15:00+00:00,45.63333333333333
2017-01-02 05:30:00+00:00,45.0
2017-01-02 05:45:00+00:00,45.0
2017-01-02 06:00:00+00:00,44.7
2017-01-02 06:15:00+00:00,44.4
2017-01-02 06:30:00+00:00,44.1
2017-01-02 06:45:00+00:00,44.1
2017-01-02 07:00:00+00:00,44.1
2017-01-02 07:15:00+00:00,43.0
2017-01-02 07:30:00+00:00,43.0
2017-01-02 07:45:00+00:00,43.0
2017-01-02 08:00:00+00:00,43.0
2017-01-02 08:15:00+00:00,43.0
2017-01-02 08:30:00+00:00,43.0
2017-01-02 08:45:00+00:00,43.0
