Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 230, 1,     132789,    0.0,   0.99999, 2,     132789, -120.0,   0.99999, 3,     132789,  120.0,   0.99999
"799", 4.8, 1,    2564.69,   -3.5,   0.92545, 2,     2618.8, -123.3,   0.94498, 3,     2631.8,  115.4,   0.94967
"709", 4.8, 1,    2426.52,   -4.5,   0.87559, 2,    2550.12, -123.6,   0.92019, 3,    2523.28,  113.6,   0.91051
"775", 0.48, 1,    242.647,   -4.5,   0.87558, 2,    254.999, -123.6,   0.92015, 3,    252.346,  113.6,   0.91058
"701", 4.8, 1,    2488.15,   -4.2,   0.89783, 2,    2591.99, -123.5,    0.9353, 3,    2566.51,  114.2,   0.92611
"702", 4.8, 1,    2466.58,   -4.3,   0.89005, 2,    2576.64, -123.6,   0.92977, 3,    2547.88,  113.9,   0.91939
"705", 4.8, 1,    2464.36,   -4.2,   0.88925, 2,    2574.33, -123.6,   0.92893, 3,     2543.8,  113.9,   0.91791
"713", 4.8, 1,     2462.7,   -4.3,   0.88865, 2,    2572.33, -123.6,   0.92821, 3,    2542.38,  113.9,    0.9174
"703", 4.8, 1,    2446.37,   -4.4,   0.88276, 2,    2563.07, -123.6,   0.92487, 3,    2535.69,  113.7,   0.91499
"727", 4.8, 1,    2443.18,   -4.4,   0.88161, 2,    2560.67, -123.6,     0.924, 3,     2533.8,  113.7,    0.9143
"730", 4.8, 1,    2431.04,   -4.4,   0.87723, 2,    2553.35, -123.6,   0.92136, 3,       2526,  113.6,   0.91149
"704", 4.8, 1,    2458.77,   -4.3,   0.88723, 2,     2566.1, -123.7,   0.92596, 3,    2535.92,  113.9,   0.91507
"714", 4.8, 1,    2458.27,   -4.3,   0.88705, 2,    2565.56, -123.7,   0.92577, 3,    2535.83,  113.9,   0.91504
"720", 4.8, 1,    2455.23,   -4.2,   0.88596, 2,    2559.78, -123.8,   0.92368, 3,    2526.47,  114.0,   0.91166
"742", 4.8, 1,    2464.15,   -4.2,   0.88917, 2,    2572.47, -123.6,   0.92826, 3,    2542.33,  114.0,   0.91738
"712", 4.8, 1,    2463.17,   -4.2,   0.88882, 2,    2574.33, -123.6,   0.92893, 3,    2542.44,  113.9,   0.91742
"706", 4.8, 1,    2455.19,   -4.2,   0.88594, 2,    2558.87, -123.8,   0.92335, 3,    2525.52,  114.0,   0.91132
"725", 4.8, 1,    2455.17,   -4.2,   0.88593, 2,    2558.04, -123.8,   0.92305, 3,    2524.83,  114.0,   0.91107
"707", 4.8, 1,    2453.81,   -4.2,   0.88544, 2,    2548.25, -123.9,   0.91952, 3,    2515.61,  114.1,   0.90774
"724", 4.8, 1,    2453.76,   -4.2,   0.88542, 2,    2546.22, -123.9,   0.91879, 3,    2513.92,  114.2,   0.90713
"722", 4.8, 1,    2453.64,   -4.2,   0.88538, 2,    2547.07, -123.9,   0.91909, 3,    2514.46,  114.1,   0.90733
"708", 4.8, 1,    2419.32,   -4.5,     0.873, 2,    2545.81, -123.5,   0.91864, 3,    2519.87,  113.5,   0.90928
"733", 4.8, 1,    2412.63,   -4.5,   0.87058, 2,     2541.5, -123.5,   0.91708, 3,    2516.92,  113.5,   0.90822
"732", 4.8, 1,    2418.56,   -4.5,   0.87272, 2,    2545.81, -123.5,   0.91864, 3,    2518.98,  113.5,   0.90896
"731", 4.8, 1,    2426.43,   -4.5,   0.87556, 2,    2548.49, -123.6,   0.91961, 3,    2521.54,  113.6,   0.90988
"710", 4.8, 1,    2399.93,   -4.5,     0.866, 2,    2534.22, -123.4,   0.91446, 3,    2507.65,  113.4,   0.90487
"735", 4.8, 1,    2398.97,   -4.5,   0.86565, 2,    2534.22, -123.4,   0.91446, 3,    2506.54,  113.4,   0.90447
"736", 4.8, 1,    2399.84,   -4.5,   0.86597, 2,    2530.78, -123.5,   0.91322, 3,    2504.78,  113.4,   0.90383
"711", 4.8, 1,    2388.49,   -4.6,   0.86187, 2,    2528.03, -123.3,   0.91222, 3,    2506.02,  113.3,   0.90428
"741", 4.8, 1,    2387.86,   -4.6,   0.86165, 2,    2528.03, -123.3,   0.91222, 3,    2505.45,  113.3,   0.90408
"740", 4.8, 1,    2387.54,   -4.5,   0.86153, 2,    2528.03, -123.3,   0.91222, 3,    2504.92,  113.3,   0.90389
"718", 4.8, 1,    2455.64,   -4.3,    0.8861, 2,    2563.31, -123.6,   0.92495, 3,    2535.91,  113.9,   0.91507
"744", 4.8, 1,    2441.53,   -4.4,   0.88101, 2,    2559.01, -123.6,    0.9234, 3,    2533.01,  113.7,   0.91402
"734", 4.8, 1,    2402.45,   -4.5,   0.86691, 2,    2535.61, -123.4,   0.91496, 3,    2511.67,  113.4,   0.90632
"737", 4.8, 1,    2393.89,   -4.6,   0.86382, 2,    2529.76, -123.4,   0.91285, 3,    2509.29,  113.3,   0.90546
"738", 4.8, 1,    2390.38,   -4.6,   0.86255, 2,    2528.03, -123.3,   0.91222, 3,     2507.7,  113.3,   0.90489
"728", 4.8, 1,    2440.48,   -4.4,   0.88063, 2,    2557.95, -123.6,   0.92302, 3,    2531.96,  113.7,   0.91364
"729", 4.8, 1,    2440.75,   -4.5,   0.88073, 2,    2558.36, -123.6,   0.92317, 3,    2533.03,  113.7,   0.91403
"799R", 4.8, 1,    2528.67,   -4.1,   0.91245, 2,     2618.8, -123.3,   0.94498, 3,    2604.34,  114.7,   0.93976
