SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "ckt5:Loss Density, max=20    "
Line, "Line.mdv201_connector", "_mdv_sub_1_lsb", "mdv201", 0, 6,  0, 1379, 7.1995579, 0, 2237327.9, 286213.17, 2237327.9, 286213.17, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_1_275_a94744", "94743.1", "94744.1", 192, 2,  0, 1, 7.1995579, 3.4721855, 2228377.5, 288378.78, 2228278, 288139.55, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_466_c62235", "62244.3", "62235.3", 256, 2,  0, 23, 7.1995579, 2.1936831, 2237499.1, 291025.7, 2237604.7, 290933.76, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_da_8_780_a1144234", "1144235.1", "1144234.1", 320, 2,  0, 2, 7.1995579, 4.4817687, 2235124.9, 297129.27, 2234810.4, 296997.41, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2p009_b1160473", "1160476.2", "1160473.2", 384, 2,  0, 25, 7.1995579, 3.5729407, 2236061.4, 292711.95, 2236194.7, 292623.6, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_088_abc8164", "8163", "8164", 448, 6,  0, 312, 7.1995579, 1.7690968, 2237025.5, 289806.59, 2237094, 290074.42, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_319_b39610", "103730.2", "39610.2", 640, 2,  0, 2, 7.1995579, 2.5547375, 2230875.2, 287148.25, 2230885.3, 287177.87, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_417_a842", "835.1", "842.1", 704, 2,  0, 18, 7.1995579, 0.93446877, 2235558.8, 285889.16, 2235439.2, 285783.06, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_941_b39760", "39775.2", "39760.2", 768, 2,  0, 7, 7.1995579, 3.6619047, 2235366.2, 292144.36, 2235483.1, 291985.01, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_499_abc834", "829", "834", 832, 6,  0, 450, 7.1995579, 1.5433256, 2233494.7, 286437.65, 2233228.5, 286322.65, 16711680, 6, 0, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_217_abc8160", "44582", "8160", 1024, 6,  0, 336, 7.1995579, 1.6197448, 2236729.9, 289417.14, 2236780.8, 289485.02, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_942_c89791", "89783.3", "89791.3", 1216, 2,  0, 17, 7.1995579, 2.5688919, 2235857.5, 291065.14, 2235808.4, 290901.79, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_99422fuse", "6584.1", "99422.1", 1280, 2,  0, 24, 7.1995579, 2.8869695, 2236938.8, 293096.22, 2236966, 293117.6, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_140_abc8124", "8113", "8124", 1344, 6,  0, 60, 7.1995579, 1.5430208, 2234742.8, 285975.46, 2234897.8, 285832.01, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.mdv201_hn_2_818_abc63707", "14880", "63707", 1536, 6,  0, 167, 7.1995579, 1.7742783, 2233408.5, 288996.48, 2233448.3, 289184.87, 16711680, 1, 0, 0, 0, 0, 16, 1
