2001-01-01 00:00:00 EST,167805+129141j
2001-01-01 01:00:00 EST,145833+99026j
2001-01-01 02:00:00 EST,153785+132302j
2001-01-01 03:00:00 EST,138687+96928j
2001-01-01 04:00:00 EST,167187+133907j
2001-01-01 05:00:00 EST,138009+109493j
2001-01-01 06:00:00 EST,157794+133057j
2001-01-01 07:00:00 EST,129879+97752j
2001-01-01 08:00:00 EST,136799+97259j
2001-01-01 09:00:00 EST,160928+111481j
2001-01-01 10:00:00 EST,124152+112392j
2001-01-01 11:00:00 EST,163316+109471j
2001-01-01 12:00:00 EST,138304+96250j
2001-01-01 13:00:00 EST,146616+96901j
2001-01-01 14:00:00 EST,131713+123215j
2001-01-01 15:00:00 EST,149805+119310j
2001-01-01 16:00:00 EST,156495+120686j
2001-01-01 17:00:00 EST,148671+124457j
2001-01-01 18:00:00 EST,168721+130989j
2001-01-01 18:00:00 EST,133881+126009j
2001-01-01 19:00:00 EST,141874+98814j
2001-01-01 20:00:00 EST,177730+98070j
2001-01-01 21:00:00 EST,152346+105788j
2001-01-01 22:00:00 EST,158911+94390j
2001-01-01 23:00:00 EST,164826+102118j
