2001-01-01 00:00:00 EST,12570+7976j
2001-01-01 01:00:00 EST,13262+7430j
2001-01-01 02:00:00 EST,12807+7555j
2001-01-01 03:00:00 EST,10474+7389j
2001-01-01 04:00:00 EST,13558+5863j
2001-01-01 05:00:00 EST,10281+5637j
2001-01-01 06:00:00 EST,9998+6252j
2001-01-01 07:00:00 EST,12300+7847j
2001-01-01 08:00:00 EST,9435+6109j
2001-01-01 09:00:00 EST,10922+7654j
2001-01-01 10:00:00 EST,9207+7538j
2001-01-01 11:00:00 EST,9457+6032j
2001-01-01 12:00:00 EST,9190+7035j
2001-01-01 13:00:00 EST,9347+5749j
2001-01-01 14:00:00 EST,11116+7377j
2001-01-01 15:00:00 EST,12525+5710j
2001-01-01 16:00:00 EST,12610+7095j
2001-01-01 17:00:00 EST,12583+5740j
2001-01-01 18:00:00 EST,12195+5886j
2001-01-01 18:00:00 EST,10719+6326j
2001-01-01 19:00:00 EST,9847+5827j
2001-01-01 20:00:00 EST,11721+5654j
2001-01-01 21:00:00 EST,13198+6907j
2001-01-01 22:00:00 EST,9611+7507j
2001-01-01 23:00:00 EST,9958+5392j
