2001-01-01 00:00:00 EST,6509+4235j
2001-01-01 01:00:00 EST,4543+4216j
2001-01-01 02:00:00 EST,5479+3708j
2001-01-01 03:00:00 EST,5619+4158j
2001-01-01 04:00:00 EST,4558+4484j
2001-01-01 05:00:00 EST,6637+4974j
2001-01-01 06:00:00 EST,5302+5176j
2001-01-01 07:00:00 EST,6664+3593j
2001-01-01 08:00:00 EST,5277+5169j
2001-01-01 09:00:00 EST,5440+3490j
2001-01-01 10:00:00 EST,6537+3550j
2001-01-01 11:00:00 EST,6607+4695j
2001-01-01 12:00:00 EST,6108+4835j
2001-01-01 13:00:00 EST,6361+3754j
2001-01-01 14:00:00 EST,4782+4370j
2001-01-01 15:00:00 EST,6320+4928j
2001-01-01 16:00:00 EST,6514+4768j
2001-01-01 17:00:00 EST,6275+4039j
2001-01-01 18:00:00 EST,6397+4048j
2001-01-01 18:00:00 EST,5558+5152j
2001-01-01 19:00:00 EST,6120+3664j
2001-01-01 20:00:00 EST,6144+4947j
2001-01-01 21:00:00 EST,6115+4825j
2001-01-01 22:00:00 EST,5752+4648j
2001-01-01 23:00:00 EST,6155+4428j
