2001-01-01 00:00:00 EST,1000+90j
2001-01-01 01:00:00 EST,1169+83j
2001-01-01 02:00:00 EST,921+89j
2001-01-01 03:00:00 EST,983+106j
2001-01-01 04:00:00 EST,1028+96j
2001-01-01 05:00:00 EST,944+108j
2001-01-01 06:00:00 EST,1065+91j
2001-01-01 07:00:00 EST,957+94j
2001-01-01 08:00:00 EST,1101+93j
2001-01-01 09:00:00 EST,852+89j
2001-01-01 10:00:00 EST,1070+104j
2001-01-01 11:00:00 EST,887+90j
2001-01-01 12:00:00 EST,1127+73j
2001-01-01 13:00:00 EST,890+95j
2001-01-01 14:00:00 EST,1196+82j
2001-01-01 15:00:00 EST,1116+91j
2001-01-01 16:00:00 EST,914+95j
2001-01-01 17:00:00 EST,977+91j
2001-01-01 18:00:00 EST,828+86j
2001-01-01 18:00:00 EST,1123+92j
2001-01-01 19:00:00 EST,851+88j
2001-01-01 20:00:00 EST,1148+91j
2001-01-01 21:00:00 EST,1047+88j
2001-01-01 22:00:00 EST,1149+97j
2001-01-01 23:00:00 EST,943+80j
