2001-01-01 00:00:00 EST,39342+39569j
2001-01-01 01:00:00 EST,41153+33041j
2001-01-01 02:00:00 EST,48361+37717j
2001-01-01 03:00:00 EST,43805+37229j
2001-01-01 04:00:00 EST,45608+39941j
2001-01-01 05:00:00 EST,43283+41387j
2001-01-01 06:00:00 EST,40935+45672j
2001-01-01 07:00:00 EST,41334+37303j
2001-01-01 08:00:00 EST,42025+35069j
2001-01-01 09:00:00 EST,40119+31061j
2001-01-01 10:00:00 EST,54430+33118j
2001-01-01 11:00:00 EST,52258+41568j
2001-01-01 12:00:00 EST,51593+30957j
2001-01-01 13:00:00 EST,49065+43527j
2001-01-01 14:00:00 EST,43238+32185j
2001-01-01 15:00:00 EST,47501+44773j
2001-01-01 16:00:00 EST,46872+35109j
2001-01-01 17:00:00 EST,55940+32160j
2001-01-01 18:00:00 EST,50807+43375j
2001-01-01 18:00:00 EST,48230+34929j
2001-01-01 19:00:00 EST,45347+32203j
2001-01-01 20:00:00 EST,51032+38744j
2001-01-01 21:00:00 EST,54193+34113j
2001-01-01 22:00:00 EST,57137+41932j
2001-01-01 23:00:00 EST,44884+31443j
