2001-01-01 00:00:00 EST,568712+476065j
2001-01-01 01:00:00 EST,526472+490987j
2001-01-01 02:00:00 EST,614393+450795j
2001-01-01 03:00:00 EST,478730+377090j
2001-01-01 04:00:00 EST,567930+426028j
2001-01-01 05:00:00 EST,675318+539010j
2001-01-01 06:00:00 EST,454284+440593j
2001-01-01 07:00:00 EST,501908+401340j
2001-01-01 08:00:00 EST,635412+398425j
2001-01-01 09:00:00 EST,518160+491349j
2001-01-01 10:00:00 EST,605943+482938j
2001-01-01 11:00:00 EST,520221+402617j
2001-01-01 12:00:00 EST,626189+448454j
2001-01-01 13:00:00 EST,604880+401675j
2001-01-01 14:00:00 EST,663031+412526j
2001-01-01 15:00:00 EST,661430+509439j
2001-01-01 16:00:00 EST,525942+429966j
2001-01-01 17:00:00 EST,672778+546512j
2001-01-01 18:00:00 EST,569575+398803j
2001-01-01 18:00:00 EST,490572+390510j
2001-01-01 19:00:00 EST,514953+557033j
2001-01-01 20:00:00 EST,577144+505247j
2001-01-01 21:00:00 EST,556285+479304j
2001-01-01 22:00:00 EST,601559+525620j
2001-01-01 23:00:00 EST,641727+495482j
