2001-01-01 00:00:00 EST,736154+432214j
2001-01-01 01:00:00 EST,670219+524759j
2001-01-01 02:00:00 EST,575667+487928j
2001-01-01 03:00:00 EST,641690+560847j
2001-01-01 04:00:00 EST,548821+527573j
2001-01-01 05:00:00 EST,564707+429097j
2001-01-01 06:00:00 EST,588284+572331j
2001-01-01 07:00:00 EST,660453+458294j
2001-01-01 08:00:00 EST,573748+490891j
2001-01-01 09:00:00 EST,638115+569382j
2001-01-01 10:00:00 EST,646289+497906j
2001-01-01 11:00:00 EST,714165+437784j
2001-01-01 12:00:00 EST,674819+412269j
2001-01-01 13:00:00 EST,532923+404143j
2001-01-01 14:00:00 EST,768091+475226j
2001-01-01 15:00:00 EST,567984+437271j
2001-01-01 16:00:00 EST,545778+574252j
2001-01-01 17:00:00 EST,670094+596659j
2001-01-01 18:00:00 EST,720203+453952j
2001-01-01 18:00:00 EST,672597+436075j
2001-01-01 19:00:00 EST,680783+488345j
2001-01-01 20:00:00 EST,686585+565447j
2001-01-01 21:00:00 EST,690609+599134j
2001-01-01 22:00:00 EST,637898+458977j
2001-01-01 23:00:00 EST,723967+444038j
