2001-01-01 00:00:00 EST,201507+135599j
2001-01-01 01:00:00 EST,202036+107395j
2001-01-01 02:00:00 EST,176338+141707j
2001-01-01 03:00:00 EST,185036+125919j
2001-01-01 04:00:00 EST,197795+103239j
2001-01-01 05:00:00 EST,146417+142394j
2001-01-01 06:00:00 EST,157513+104459j
2001-01-01 07:00:00 EST,190595+124368j
2001-01-01 08:00:00 EST,190990+135099j
2001-01-01 09:00:00 EST,158667+137037j
2001-01-01 10:00:00 EST,157552+139027j
2001-01-01 11:00:00 EST,159949+138180j
2001-01-01 12:00:00 EST,154589+128657j
2001-01-01 13:00:00 EST,138004+147935j
2001-01-01 14:00:00 EST,152250+113011j
2001-01-01 15:00:00 EST,165820+138842j
2001-01-01 16:00:00 EST,171180+149333j
2001-01-01 17:00:00 EST,186295+138643j
2001-01-01 18:00:00 EST,172717+126006j
2001-01-01 18:00:00 EST,186246+146520j
2001-01-01 19:00:00 EST,174611+103583j
2001-01-01 20:00:00 EST,149534+105442j
2001-01-01 21:00:00 EST,163847+133957j
2001-01-01 22:00:00 EST,189902+134794j
2001-01-01 23:00:00 EST,142124+123693j
