# file...... VoltageJiggle.csv
# date...... Fri Jul 25 16:21:22 2014
# user...... jxh10
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2014-07-30 00:00:00 PDT,+237.674,+240.623,+243.37,+2.01112
2014-07-30 01:00:00 PDT,+228.228,+234.567,+240.542,+4.37849
2014-07-30 02:00:00 PDT,+234.32,+238.289,+243.351,+3.60213
2014-07-30 03:00:00 PDT,+233.915,+238.217,+243.529,+3.79886
2014-07-30 04:00:00 PDT,+231.729,+236.786,+243.035,+4.49451
2014-07-30 05:00:00 PDT,+230.555,+235.909,+243.341,+5.38127
2014-07-30 06:00:00 PDT,+228.391,+234.559,+243.619,+6.49541
2014-07-30 07:00:00 PDT,+225.989,+233.424,+243.657,+7.36264
2014-07-30 08:00:00 PDT,+220.701,+229.945,+242.51,+8.66481
2014-07-30 09:00:00 PDT,+221.839,+230.302,+243.518,+9.37132
2014-07-30 10:00:00 PDT,+223.144,+231.162,+243.75,+9.12122
2014-07-30 11:00:00 PDT,+221.785,+230.209,+243.577,+9.51369
2014-07-30 12:00:00 PDT,+219.696,+228.559,+242.497,+9.76981
2014-07-30 13:00:00 PDT,+216.103,+225.324,+240.793,+10.5827
2014-07-30 14:00:00 PDT,+217.321,+227.792,+244.206,+11.7022
2014-07-30 15:00:00 PDT,+214.769,+227.923,+243.622,+11.6722
2014-07-30 16:00:00 PDT,+211.065,+222.238,+242.004,+13.1603
2014-07-30 17:00:00 PDT,+213.278,+226.303,+242.242,+11.3664
2014-07-30 18:00:00 PDT,+213.262,+225.863,+242.568,+11.5568
2014-07-30 19:00:00 PDT,+214.653,+226.667,+241.356,+10.4804
2014-07-30 20:00:00 PDT,+216.559,+228.024,+241.8,+9.93954
2014-07-30 21:00:00 PDT,+216.38,+228.257,+242.008,+10.2461
2014-07-30 22:00:00 PDT,+215.921,+227.986,+243.988,+11.7875
2014-07-30 23:00:00 PDT,+214.34,+226.281,+240.828,+10.8215
2014-07-31 00:00:00 PDT,+213.89,+226.101,+240.258,+10.7126
2014-07-31 01:00:00 PDT,+214.607,+226.466,+239.592,+10.0444
2014-07-31 02:00:00 PDT,+215.199,+226.668,+240.01,+10.1828
2014-07-31 03:00:00 PDT,+215,+226.426,+240.29,+10.3723
2014-07-31 04:00:00 PDT,+215.044,+226.119,+240.158,+10.3426
2014-07-31 05:00:00 PDT,+214.518,+226.23,+240.373,+10.561
2014-07-31 06:00:00 PDT,+213.718,+225.852,+240.86,+11.0628
2014-07-31 07:00:00 PDT,+212.795,+224.688,+240.239,+11.1533
2014-07-31 08:00:00 PDT,+210.654,+222.825,+238.915,+11.097
2014-07-31 09:00:00 PDT,+210.734,+224.638,+239.747,+11.0372
2014-07-31 10:00:00 PDT,+213.042,+226.157,+241.368,+11.0431
2014-07-31 11:00:00 PDT,+206.886,+222.686,+240.701,+12.6044
2014-07-31 12:00:00 PDT,+212.403,+226.026,+240.513,+10.6229
2014-07-31 13:00:00 PDT,+212.031,+226.769,+241.334,+11.1724
2014-07-31 14:00:00 PDT,+204.563,+217.551,+237.747,+13.0088
2014-07-31 15:00:00 PDT,+211.696,+224.591,+239.504,+10.5744
2014-07-31 16:00:00 PDT,+203.346,+217.756,+238.709,+13.5044
2014-07-31 17:00:00 PDT,+208.729,+222.402,+239.466,+11.5157
2014-07-31 18:00:00 PDT,+207.827,+221.867,+237.977,+10.4579
2014-07-31 19:00:00 PDT,+211.08,+226.269,+242.248,+11.5918
2014-07-31 20:00:00 PDT,+213.448,+226.704,+240.924,+10.0829
2014-07-31 21:00:00 PDT,+214.449,+228.776,+242.084,+10.4061
2014-07-31 22:00:00 PDT,+213.655,+228.15,+242.303,+10.9488
2014-07-31 23:00:00 PDT,+214.425,+227.299,+242.437,+10.9625
2014-08-01 00:00:00 PDT,+214.859,+226.424,+241.11,+10.4752
2014-08-01 01:00:00 PDT,+214.722,+225.808,+240.271,+10.3946
2014-08-01 02:00:00 PDT,+211.564,+226.313,+240.638,+11.1917
2014-08-01 03:00:00 PDT,+212.011,+225.368,+240.397,+10.8489
2014-08-01 04:00:00 PDT,+214.502,+226.014,+239.738,+9.81514
2014-08-01 05:00:00 PDT,+214.891,+227.144,+241.493,+10.5586
2014-08-01 06:00:00 PDT,+212.754,+226.252,+242.277,+11.6343
2014-08-01 07:00:00 PDT,+211.991,+224.926,+239.832,+10.6259
2014-08-01 08:00:00 PDT,+209.437,+222.87,+239.827,+11.7034
2014-08-01 09:00:00 PDT,+209.959,+224.726,+240.151,+10.9757
2014-08-01 10:00:00 PDT,+213.283,+225.486,+241.94,+11.1373
2014-08-01 11:00:00 PDT,+207.69,+225.585,+243.902,+13.4985
2014-08-01 12:00:00 PDT,+213.032,+223.822,+238.818,+9.80394
2014-08-01 13:00:00 PDT,+206.431,+224.711,+243.462,+13.6346
2014-08-01 14:00:00 PDT,+212.262,+223.524,+238.751,+9.83116
2014-08-01 15:00:00 PDT,+205.094,+223.387,+242.749,+13.4479
2014-08-01 16:00:00 PDT,+204.937,+221.381,+240.268,+12.6237
2014-08-01 17:00:00 PDT,+206.418,+221.74,+238.887,+11.3127
2014-08-01 18:00:00 PDT,+209.268,+224.573,+238.784,+10.1292
2014-08-01 19:00:00 PDT,+209.246,+224.319,+240.594,+11.1859
2014-08-01 20:00:00 PDT,+210.941,+225.327,+239.655,+10.1074
2014-08-01 21:00:00 PDT,+210.675,+225.314,+240.808,+10.9678
2014-08-01 22:00:00 PDT,+213.053,+226.687,+242.079,+10.937
2014-08-01 23:00:00 PDT,+213.293,+227.215,+243.15,+11.6174
2014-08-02 00:00:00 PDT,+215.643,+228.808,+242.356,+10.3804
2014-08-02 01:00:00 PDT,+216.753,+229.75,+242.86,+10.0053
2014-08-02 02:00:00 PDT,+216.505,+228.95,+242.987,+10.4972
2014-08-02 03:00:00 PDT,+216.368,+228.164,+243.074,+10.9921
2014-08-02 04:00:00 PDT,+215.257,+226.231,+240.241,+10.1773
2014-08-02 05:00:00 PDT,+212.496,+225.037,+241.278,+11.6306
2014-08-02 06:00:00 PDT,+207.824,+222.02,+242.033,+13.8258
2014-08-02 07:00:00 PDT,+213.738,+223.281,+238.242,+9.87818
2014-08-02 08:00:00 PDT,+206.596,+222.316,+241.496,+13.1779
2014-08-02 09:00:00 PDT,+208.602,+221.748,+239.382,+11.8629
2014-08-02 10:00:00 PDT,+206.517,+222.342,+239.321,+11.6643
2014-08-02 11:00:00 PDT,+211.481,+224.451,+240.742,+11.1689
2014-08-02 12:00:00 PDT,+208.035,+223.842,+241.057,+11.922
2014-08-02 13:00:00 PDT,+207.704,+223.774,+241.708,+12.5746
2014-08-02 14:00:00 PDT,+206.282,+220.362,+238.245,+11.4426
2014-08-02 15:00:00 PDT,+204.49,+223.062,+239.928,+12.2474
2014-08-02 16:00:00 PDT,+208.524,+223.517,+241.801,+12.157
2014-08-02 17:00:00 PDT,+207.128,+221.847,+237.735,+10.4866
2014-08-02 18:00:00 PDT,+208.365,+224.797,+241.094,+11.5967
2014-08-02 19:00:00 PDT,+210.757,+224.817,+239.25,+9.84853
2014-08-02 20:00:00 PDT,+211.345,+225.889,+241.033,+10.9029
2014-08-02 21:00:00 PDT,+213.103,+227.586,+240.365,+9.73849
2014-08-02 22:00:00 PDT,+214.205,+228.586,+243.116,+11.1014
2014-08-02 23:00:00 PDT,+215.49,+227.846,+241.215,+9.83978
2014-08-03 00:00:00 PDT,+214.372,+228.137,+242.471,+10.9471
2014-08-03 01:00:00 PDT,+214.628,+226.916,+242.74,+11.5363
2014-08-03 02:00:00 PDT,+214.236,+225.888,+240.43,+10.3997
2014-08-03 03:00:00 PDT,+213.836,+226.288,+240.455,+10.5044
