# file...... Voltage_652.csv
# date...... Mon Aug 06 12:58:36 2012
# user...... dwp0
# host...... (null)
# target.... node 46
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2375.98,-65.2781,-1261.11,-2083.8,-1176.09,+2096.77
2000-01-01 00:01:00 PST,+2360.71,-65.0687,-1261.27,-2083.76,-1168.77,+2083.57
2000-01-01 00:02:00 PST,+2344.12,-65.2953,-1262.68,-2082.64,-1162.14,+2070.53
2000-01-01 00:03:00 PST,+2318.6,-80.0188,-1267.7,-2079.11,-1138.09,+2052.12
2000-01-01 00:04:00 PST,+2303.78,-80.5254,-1266.81,-2080.47,-1130.34,+2038.34
2000-01-01 00:05:00 PST,+2267.58,-100.211,-1279.22,-2083.01,-1129.8,+2018.48
2000-01-01 00:06:00 PST,+2252.6,-96.4847,-1280.64,-2080.87,-1126.14,+2007.09
2000-01-01 00:07:00 PST,+2244.06,-85.0143,-1277.93,-2073.61,-1116.39,+1998.56
2000-01-01 00:08:00 PST,+2229.34,-85.2283,-1276.77,-2076.15,-1109.86,+1984.37
2000-01-01 00:09:00 PST,+2219.57,-78.3718,-1273.07,-2076.31,-1103.46,+1972.72
2000-01-01 00:10:00 PST,+2224.92,-69.3304,-1270.22,-2073.53,-1099.72,+1962.95
2000-01-01 00:11:00 PST,+2226.12,-62.0506,-1269.96,-2073.8,-1102.56,+1951.32
2000-01-01 00:12:00 PST,+2242.13,-49.6464,-1259.74,-2076.4,-1092.41,+1940.93
2000-01-01 00:13:00 PST,+2217.66,-49.4572,-1270.76,-2052.4,-1071.94,+1932.55
2000-01-01 00:14:00 PST,+2209.2,-57.8224,-1274.7,-2052.6,-1064.51,+1916.49
2000-01-01 00:15:00 PST,+2211.24,-62.1052,-1271.03,-2058.46,-1050.97,+1900.03
2000-01-01 00:16:00 PST,+2196.69,-55.9669,-1254.39,-2047.68,-1044.1,+1879.92
2000-01-01 00:17:00 PST,+2194.47,-59.9698,-1252.59,-2056.79,-1050.58,+1876.75
2000-01-01 00:18:00 PST,+2206.33,-56.3078,-1240.81,-2073.67,-1055.64,+1873.98
2000-01-01 00:19:00 PST,+2206.11,-46.877,-1229.55,-2068.11,-1053.15,+1866.25
2000-01-01 00:20:00 PST,+2200.26,-49.4369,-1233.03,-2065.97,-1055.19,+1866
2000-01-01 00:21:00 PST,+2200.3,-47.3779,-1234.88,-2061.15,-1054.01,+1867.58
2000-01-01 00:22:00 PST,+2202.53,-43.7493,-1234.89,-2059.26,-1055.82,+1869.23
2000-01-01 00:23:00 PST,+2200.94,-43.4474,-1236.59,-2058.8,-1059.36,+1869.57
2000-01-01 00:24:00 PST,+2194.61,-43.464,-1243.91,-2048.91,-1060.2,+1871.93
2000-01-01 00:25:00 PST,+2189.75,-53.0024,-1262.7,-2041.53,-1060.05,+1882.93
2000-01-01 00:26:00 PST,+2187.08,-61.9841,-1262.17,-2046.96,-1054.06,+1878.39
2000-01-01 00:27:00 PST,+2184.85,-65.4603,-1262.88,-2047.14,-1051.51,+1877.12
2000-01-01 00:28:00 PST,+2186.63,-67.6494,-1259.38,-2053.16,-1049.32,+1874.9
2000-01-01 00:29:00 PST,+2197.37,-64.2154,-1249.62,-2060.38,-1040.84,+1873.6
2000-01-01 00:30:00 PST,+2192.62,-75.5088,-1249.34,-2068.6,-1037.7,+1868.15
2000-01-01 00:31:00 PST,+2198.76,-66.0046,-1248.02,-2057.34,-1028.32,+1872.88
