Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 230, 1, 6.72939E-79,   92.5, 5.0677E-84, 2, 5.79505E-79,  152.2, 4.3641E-84, 3, 1.08747E-78,  -60.1, 8.1894E-84
"799", 4.8, 1, 9.48613E-77,   94.7, 3.423E-80, 2, 8.39894E-77,  152.1, 3.0307E-80, 3, 1.46205E-76,  -61.0, 5.2757E-80
"709", 4.8, 1, 1.39927E-76,   95.5, 5.0492E-80, 2, 1.08158E-76,  152.7, 3.9028E-80, 3, 2.18422E-76,  -59.9, 7.8816E-80
"775", 0.48, 1, 1.3992E-77,   95.5, 5.0489E-80, 2, 1.08167E-77,  152.7, 3.9031E-80, 3, 2.18422E-77,  -59.9, 7.8816E-80
"701", 4.8, 1, 1.19975E-76,   93.9, 4.3292E-80, 2, 9.2566E-77,  151.9, 3.3402E-80, 3, 1.86372E-76,  -61.2, 6.7251E-80
"702", 4.8, 1, 1.28685E-76,   94.8, 4.6435E-80, 2, 9.86098E-77,  152.1, 3.5583E-80, 3, 2.00001E-76,  -60.7, 7.2169E-80
"705", 4.8, 1, 1.28633E-76,   94.6, 4.6416E-80, 2, 9.84199E-77,  152.0, 3.5514E-80, 3, 1.99732E-76,  -60.9, 7.2072E-80
"713", 4.8, 1,  1.286E-76,   94.4, 4.6404E-80, 2, 9.82954E-77,  151.8, 3.5469E-80, 3, 1.99605E-76,  -61.1, 7.2026E-80
"703", 4.8, 1, 1.40908E-76,   96.9, 5.0846E-80, 2, 1.07941E-76,  153.2, 3.895E-80, 3, 2.19958E-76,  -59.0, 7.9371E-80
"727", 4.8, 1, 1.45095E-76,   97.7, 5.2357E-80, 2, 1.10682E-76,  153.5, 3.9939E-80, 3, 2.26617E-76,  -58.5, 8.1774E-80
"730", 4.8, 1, 1.40156E-76,   95.8, 5.0574E-80, 2, 1.08104E-76,  152.8, 3.9009E-80, 3, 2.1874E-76,  -59.7, 7.8931E-80
"704", 4.8, 1, 1.28508E-76,   94.1, 4.6371E-80, 2, 9.78412E-77,  151.4, 3.5305E-80, 3, 1.99239E-76,  -61.5, 7.1894E-80
"714", 4.8, 1, 1.28485E-76,   94.1, 4.6363E-80, 2, 9.78504E-77,  151.4, 3.5309E-80, 3, 1.99234E-76,  -61.5, 7.1892E-80
"720", 4.8, 1, 1.28561E-76,   93.7, 4.639E-80, 2, 9.70349E-77,  150.9, 3.5014E-80, 3, 1.98703E-76,  -62.1, 7.1701E-80
"742", 4.8, 1, 1.28636E-76,   94.6, 4.6417E-80, 2, 9.82649E-77,  151.9, 3.5458E-80, 3, 1.99672E-76,  -61.0, 7.2051E-80
"712", 4.8, 1, 1.28597E-76,   94.5, 4.6403E-80, 2, 9.84203E-77,  152.0, 3.5514E-80, 3, 1.99612E-76,  -61.0, 7.2029E-80
"706", 4.8, 1, 1.28579E-76,   93.7, 4.6397E-80, 2, 9.69229E-77,  150.8, 3.4974E-80, 3, 1.98686E-76,  -62.1, 7.1695E-80
"725", 4.8, 1, 1.28584E-76,   93.7, 4.6399E-80, 2, 9.68546E-77,  150.7, 3.4949E-80, 3, 1.98662E-76,  -62.2, 7.1686E-80
"707", 4.8, 1, 1.28615E-76,   93.5, 4.641E-80, 2, 9.60734E-77,  150.4, 3.4667E-80, 3, 1.98264E-76,  -62.5, 7.1542E-80
"724", 4.8, 1, 1.28634E-76,   93.5, 4.6417E-80, 2, 9.58917E-77,  150.3, 3.4602E-80, 3, 1.98205E-76,  -62.6, 7.1521E-80
"722", 4.8, 1, 1.28616E-76,   93.5, 4.641E-80, 2, 9.59754E-77,  150.3, 3.4632E-80, 3, 1.98213E-76,  -62.6, 7.1524E-80
"708", 4.8, 1, 1.39548E-76,   95.1, 5.0355E-80, 2, 1.08381E-76,  152.5, 3.9108E-80, 3, 2.17943E-76,  -60.1, 7.8643E-80
"733", 4.8, 1, 1.39181E-76,   94.7, 5.0223E-80, 2,  1.086E-76,  152.3, 3.9188E-80, 3, 2.17526E-76,  -60.4, 7.8493E-80
"732", 4.8, 1, 1.39524E-76,   95.0, 5.0346E-80, 2, 1.08382E-76,  152.5, 3.9109E-80, 3, 2.17859E-76,  -60.2, 7.8613E-80
"731", 4.8, 1, 1.39952E-76,   95.5, 5.0501E-80, 2, 1.07898E-76,  152.5, 3.8934E-80, 3, 2.1836E-76,  -60.0, 7.8794E-80
"710", 4.8, 1, 1.38641E-76,   93.8, 5.0028E-80, 2, 1.08745E-76,  152.1, 3.924E-80, 3, 2.16511E-76,  -60.9, 7.8127E-80
"735", 4.8, 1, 1.3861E-76,   93.7, 5.0016E-80, 2, 1.08745E-76,  152.1, 3.924E-80, 3, 2.16403E-76,  -60.9, 7.8088E-80
"736", 4.8, 1, 1.38687E-76,   93.8, 5.0044E-80, 2, 1.08414E-76,  151.9, 3.9121E-80, 3, 2.16418E-76,  -61.0, 7.8093E-80
"711", 4.8, 1, 1.37944E-76,   93.1, 4.9776E-80, 2, 1.09418E-76,  151.9, 3.9483E-80, 3, 2.15883E-76,  -61.2,  7.79E-80
"741", 4.8, 1, 1.37935E-76,   93.1, 4.9773E-80, 2, 1.0942E-76,  151.9, 3.9484E-80, 3, 2.15803E-76,  -61.2, 7.7871E-80
"740", 4.8, 1, 1.37913E-76,   93.0, 4.9765E-80, 2, 1.09419E-76,  151.9, 3.9483E-80, 3, 2.15774E-76,  -61.2, 7.7861E-80
