Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 230, 1,     132789,    0.0,   0.99999, 2,     132789, -120.0,   0.99999, 3,     132789,  120.0,   0.99999
"799", 4.8, 1,    2413.87,   -9.0,   0.87103, 2,    2839.53, -123.8,    1.0246, 3,    2505.64,  119.6,   0.90414
"709", 4.8, 1,    2632.75,   -4.7,   0.95001, 2,    2768.31, -124.1,   0.99893, 3,    2726.65,  113.2,   0.98389
"775", 0.48, 1,    263.274,   -4.7,   0.95001, 2,     276.81, -124.1,   0.99885, 3,    272.687,  113.2,   0.98397
"701", 4.8, 1,    2698.21,   -4.4,   0.97363, 2,    2812.04, -124.0,    1.0147, 3,    2772.68,  113.8,    1.0005
"702", 4.8, 1,    2675.36,   -4.5,   0.96539, 2,    2796.11, -124.1,     1.009, 3,    2753.18,  113.5,   0.99347
"705", 4.8, 1,    2673.01,   -4.5,   0.96454, 2,     2793.6, -124.1,    1.0081, 3,    2748.83,  113.5,    0.9919
"713", 4.8, 1,    2671.26,   -4.5,   0.96391, 2,    2791.72, -124.1,    1.0074, 3,    2747.59,  113.5,   0.99145
"703", 4.8, 1,    2653.87,   -4.7,   0.95763, 2,    2781.98, -124.1,    1.0039, 3,    2740.13,  113.3,   0.98876
"727", 4.8, 1,    2650.56,   -4.7,   0.95644, 2,    2779.56, -124.1,     1.003, 3,    2738.17,  113.3,   0.98805
"730", 4.8, 1,    2637.55,   -4.7,   0.95175, 2,    2771.73, -124.1,    1.0002, 3,     2729.6,  113.2,   0.98496
"704", 4.8, 1,    2667.11,   -4.5,   0.96241, 2,    2785.39, -124.2,    1.0051, 3,    2741.07,  113.5,    0.9891
"714", 4.8, 1,    2666.58,   -4.5,   0.96222, 2,    2784.82, -124.2,    1.0049, 3,    2740.99,  113.5,   0.98907
"720", 4.8, 1,    2663.41,   -4.5,   0.96107, 2,    2779.09, -124.2,    1.0028, 3,    2731.52,  113.6,   0.98565
"742", 4.8, 1,    2672.79,   -4.5,   0.96446, 2,    2791.59, -124.1,    1.0073, 3,    2747.24,  113.6,   0.99133
"712", 4.8, 1,    2671.77,   -4.5,   0.96409, 2,     2793.6, -124.1,    1.0081, 3,    2747.41,  113.5,   0.99139
"706", 4.8, 1,    2663.37,   -4.5,   0.96106, 2,     2778.2, -124.3,    1.0025, 3,    2730.59,  113.6,   0.98532
"725", 4.8, 1,    2663.34,   -4.5,   0.96105, 2,    2777.39, -124.3,    1.0022, 3,    2729.92,  113.6,   0.98508
"707", 4.8, 1,    2661.96,   -4.4,   0.96055, 2,    2767.51, -124.3,   0.99864, 3,    2720.63,  113.7,   0.98172
"724", 4.8, 1,     2661.9,   -4.4,   0.96053, 2,    2765.31, -124.3,   0.99785, 3,     2718.8,  113.7,   0.98106
"722", 4.8, 1,    2661.78,   -4.4,   0.96049, 2,    2766.35, -124.3,   0.99822, 3,     2719.5,  113.7,   0.98131
"708", 4.8, 1,    2625.11,   -4.7,   0.94725, 2,    2763.79, -124.0,    0.9973, 3,    2722.93,  113.1,   0.98255
"733", 4.8, 1,    2618.01,   -4.7,   0.94469, 2,    2759.26, -124.0,   0.99566, 3,    2719.71,  113.1,   0.98139
"732", 4.8, 1,    2624.28,   -4.7,   0.94696, 2,    2763.79, -124.0,    0.9973, 3,    2721.96,  113.1,    0.9822
"731", 4.8, 1,    2632.66,   -4.7,   0.94998, 2,    2766.55, -124.1,   0.99829, 3,    2724.76,  113.2,   0.98321
"710", 4.8, 1,    2604.38,   -4.7,   0.93977, 2,    2751.52, -124.0,   0.99287, 3,    2709.62,  113.0,   0.97775
"735", 4.8, 1,    2603.33,   -4.7,    0.9394, 2,    2751.52, -124.0,   0.99287, 3,    2708.42,  113.0,   0.97732
"736", 4.8, 1,    2604.28,   -4.7,   0.93974, 2,     2747.8, -124.0,   0.99153, 3,    2706.52,  113.0,   0.97663
"711", 4.8, 1,    2592.18,   -4.8,   0.93537, 2,       2745, -123.9,   0.99052, 3,    2707.83,  112.9,    0.9771
"741", 4.8, 1,     2591.5,   -4.8,   0.93513, 2,       2745, -123.9,   0.99052, 3,    2707.21,  112.9,   0.97688
"740", 4.8, 1,    2591.14,   -4.8,     0.935, 2,       2745, -123.9,   0.99052, 3,    2706.63,  112.9,   0.97667
"718", 4.8, 1,    2663.71,   -4.5,   0.96118, 2,    2782.37, -124.1,     1.004, 3,    2741.08,  113.5,    0.9891
"744", 4.8, 1,    2648.85,   -4.7,   0.95582, 2,    2777.88, -124.1,    1.0024, 3,    2737.38,  113.3,   0.98777
"734", 4.8, 1,    2607.13,   -4.7,   0.94077, 2,    2753.03, -124.0,   0.99341, 3,    2713.99,  113.0,   0.97933
"737", 4.8, 1,    2598.06,   -4.8,   0.93749, 2,    2746.86, -123.9,   0.99119, 3,    2711.39,  112.9,   0.97839
"738", 4.8, 1,    2594.24,   -4.8,   0.93612, 2,       2745, -123.9,   0.99052, 3,    2709.66,  112.9,   0.97776
"728", 4.8, 1,    2647.75,   -4.7,   0.95542, 2,    2776.82, -124.1,     1.002, 3,    2736.31,  113.3,   0.98738
"729", 4.8, 1,    2648.07,   -4.7,   0.95554, 2,    2777.22, -124.1,    1.0021, 3,     2737.4,  113.3,   0.98778
"799R", 4.8, 1,    2740.71,   -4.3,   0.98897, 2,    2839.53, -123.8,    1.0246, 3,    2811.74,  114.3,    1.0146
