meterid	timestamp	power	pf
471135	01/01/2011 00:00:00	1015.74	1.0
471135	01/01/2011 01:00:00	1015.74	1.0
471135	01/01/2011 02:00:00	1010.34	1.0
471135	01/01/2011 03:00:00	1010.88	1.0
471135	01/01/2011 04:00:00	1021.14	1.0
471135	01/01/2011 05:00:00	1045.98	1.0
471135	01/01/2011 06:00:00	1054.62	1.0
471135	01/01/2011 07:00:00	1089.18	1.0
471135	01/01/2011 08:00:00	1166.94	1.0
471135	01/01/2011 09:00:00	1257.12	1.0
471135	01/01/2011 10:00:00	1293.3	1.0
471135	01/01/2011 11:00:00	1307.88	1.0
471135	01/01/2011 12:00:00	1293.3	1.0
471135	01/01/2011 13:00:00	1285.74	1.0
471135	01/01/2011 14:00:00	1227.96	1.0
471135	01/01/2011 15:00:00	1211.22	1.0
471135	01/01/2011 16:00:00	1265.76	1.0
471135	01/01/2011 17:00:00	1301.4	1.0
471135	01/01/2011 18:00:00	1349.46	1.0
471135	01/01/2011 19:00:00	1367.28	1.0
471135	01/01/2011 20:00:00	1315.44	1.0
471135	01/01/2011 21:00:00	1297.62	1.0
471135	01/01/2011 22:00:00	1269.54	1.0
471135	01/01/2011 23:00:00	1210.68	1.0
471135	01/02/2011 00:00:00	1145.34	1.0
471135	01/02/2011 01:00:00	1127.52	1.0
471135	01/02/2011 02:00:00	1114.56	1.0
471135	01/02/2011 03:00:00	1131.3	1.0
471135	01/02/2011 04:00:00	1138.86	1.0
471135	01/02/2011 05:00:00	1150.2	1.0
471135	01/02/2011 06:00:00	1151.82	1.0
471135	01/02/2011 07:00:00	1189.08	1.0
471135	01/02/2011 08:00:00	1276.56	1.0
471135	01/02/2011 09:00:00	1381.86	1.0
471135	01/02/2011 10:00:00	1375.92	1.0
471135	01/02/2011 11:00:00	1327.86	1.0
471135	01/02/2011 12:00:00	1309.5	1.0
471135	01/02/2011 13:00:00	1295.46	1.0
471135	01/02/2011 14:00:00	1197.72	1.0
471135	01/02/2011 15:00:00	1164.78	1.0
471135	01/02/2011 16:00:00	1178.28	1.0
